location_id,work_date,role,regular_hours,overtime_hours,wage_cost,currency,source_granularity
Commerce_01,2025-06-01,BOH,26.43,1.69,608.26,CAD,daily_aggregate
Commerce_01,2025-06-01,FOH,33.92,2.17,706.32,CAD,daily_aggregate
Commerce_02,2025-06-01,BOH,20.26,1.29,466.10,CAD,daily_aggregate
Commerce_02,2025-06-01,FOH,28.53,1.82,593.94,CAD,daily_aggregate
Commerce_03,2025-06-01,BOH,29.90,1.91,688.06,CAD,daily_aggregate
Commerce_03,2025-06-01,FOH,40.90,2.61,851.48,CAD,daily_aggregate
Commerce_01,2025-06-02,BOH,29.82,0.00,626.22,CAD,daily_aggregate
Commerce_01,2025-06-02,FOH,40.15,0.00,762.85,CAD,daily_aggregate
Commerce_02,2025-06-02,BOH,22.55,0.00,473.55,CAD,daily_aggregate
Commerce_02,2025-06-02,FOH,31.16,0.00,592.04,CAD,daily_aggregate
Commerce_03,2025-06-02,BOH,32.19,0.00,675.99,CAD,daily_aggregate
Commerce_03,2025-06-02,FOH,44.89,0.00,852.91,CAD,daily_aggregate
Commerce_01,2025-06-03,BOH,32.20,0.00,676.20,CAD,daily_aggregate
Commerce_01,2025-06-03,FOH,42.52,0.00,807.88,CAD,daily_aggregate
Commerce_02,2025-06-03,BOH,22.95,0.00,481.95,CAD,daily_aggregate
Commerce_02,2025-06-03,FOH,32.11,0.00,610.09,CAD,daily_aggregate
Commerce_03,2025-06-03,BOH,37.83,0.00,794.43,CAD,daily_aggregate
Commerce_03,2025-06-03,FOH,51.12,0.00,971.28,CAD,daily_aggregate
Commerce_01,2025-06-04,BOH,33.75,0.00,708.75,CAD,daily_aggregate
Commerce_01,2025-06-04,FOH,45.32,0.00,861.08,CAD,daily_aggregate
Commerce_02,2025-06-04,BOH,25.24,0.00,530.04,CAD,daily_aggregate
Commerce_02,2025-06-04,FOH,35.62,0.00,676.78,CAD,daily_aggregate
Commerce_03,2025-06-04,BOH,36.78,0.00,772.38,CAD,daily_aggregate
Commerce_03,2025-06-04,FOH,49.90,0.00,948.10,CAD,daily_aggregate
Commerce_01,2025-06-05,BOH,37.44,0.00,786.24,CAD,daily_aggregate
Commerce_01,2025-06-05,FOH,50.52,0.00,959.88,CAD,daily_aggregate
Commerce_02,2025-06-05,BOH,30.32,0.00,636.72,CAD,daily_aggregate
Commerce_02,2025-06-05,FOH,44.09,0.00,837.71,CAD,daily_aggregate
Commerce_03,2025-06-05,BOH,42.83,0.00,899.43,CAD,daily_aggregate
Commerce_03,2025-06-05,FOH,57.79,0.00,1098.01,CAD,daily_aggregate
Commerce_01,2025-06-06,BOH,46.38,2.96,1067.22,CAD,daily_aggregate
Commerce_01,2025-06-06,FOH,63.35,4.04,1318.79,CAD,daily_aggregate
Commerce_02,2025-06-06,BOH,36.27,2.31,834.44,CAD,daily_aggregate
Commerce_02,2025-06-06,FOH,48.87,3.12,1017.45,CAD,daily_aggregate
Commerce_03,2025-06-06,BOH,48.96,3.13,1126.76,CAD,daily_aggregate
Commerce_03,2025-06-06,FOH,64.36,4.11,1339.98,CAD,daily_aggregate
Commerce_01,2025-06-07,BOH,47.56,3.04,1094.52,CAD,daily_aggregate
Commerce_01,2025-06-07,FOH,65.52,4.18,1364.01,CAD,daily_aggregate
Commerce_02,2025-06-07,BOH,34.37,2.19,790.76,CAD,daily_aggregate
Commerce_02,2025-06-07,FOH,45.26,2.89,942.30,CAD,daily_aggregate
Commerce_03,2025-06-07,BOH,51.59,3.29,1187.02,CAD,daily_aggregate
Commerce_03,2025-06-07,FOH,70.74,4.52,1472.88,CAD,daily_aggregate
Commerce_01,2025-06-08,BOH,26.50,1.69,609.74,CAD,daily_aggregate
Commerce_01,2025-06-08,FOH,34.54,2.20,718.96,CAD,daily_aggregate
Commerce_02,2025-06-08,BOH,20.95,1.34,482.16,CAD,daily_aggregate
Commerce_02,2025-06-08,FOH,28.05,1.79,583.96,CAD,daily_aggregate
Commerce_03,2025-06-08,BOH,27.17,1.73,625.06,CAD,daily_aggregate
Commerce_03,2025-06-08,FOH,35.36,2.26,736.25,CAD,daily_aggregate
Commerce_01,2025-06-09,BOH,32.11,0.00,674.31,CAD,daily_aggregate
Commerce_01,2025-06-09,FOH,43.55,0.00,827.45,CAD,daily_aggregate
Commerce_02,2025-06-09,BOH,22.00,0.00,462.00,CAD,daily_aggregate
Commerce_02,2025-06-09,FOH,31.16,0.00,592.04,CAD,daily_aggregate
Commerce_03,2025-06-09,BOH,34.15,0.00,717.15,CAD,daily_aggregate
Commerce_03,2025-06-09,FOH,44.88,0.00,852.72,CAD,daily_aggregate
Commerce_01,2025-06-10,BOH,31.67,0.00,665.07,CAD,daily_aggregate
Commerce_01,2025-06-10,FOH,42.67,0.00,810.73,CAD,daily_aggregate
Commerce_02,2025-06-10,BOH,25.69,0.00,539.49,CAD,daily_aggregate
Commerce_02,2025-06-10,FOH,34.17,0.00,649.23,CAD,daily_aggregate
Commerce_03,2025-06-10,BOH,38.98,0.00,818.58,CAD,daily_aggregate
Commerce_03,2025-06-10,FOH,51.98,0.00,987.62,CAD,daily_aggregate
Commerce_01,2025-06-11,BOH,37.25,0.00,782.25,CAD,daily_aggregate
Commerce_01,2025-06-11,FOH,49.92,0.00,948.48,CAD,daily_aggregate
Commerce_02,2025-06-11,BOH,27.13,0.00,569.73,CAD,daily_aggregate
Commerce_02,2025-06-11,FOH,38.50,0.00,731.50,CAD,daily_aggregate
Commerce_03,2025-06-11,BOH,40.49,0.00,850.29,CAD,daily_aggregate
Commerce_03,2025-06-11,FOH,53.88,0.00,1023.72,CAD,daily_aggregate
Commerce_01,2025-06-12,BOH,37.50,0.00,787.50,CAD,daily_aggregate
Commerce_01,2025-06-12,FOH,52.00,0.00,988.00,CAD,daily_aggregate
Commerce_02,2025-06-12,BOH,31.55,0.00,662.55,CAD,daily_aggregate
Commerce_02,2025-06-12,FOH,40.01,0.00,760.19,CAD,daily_aggregate
Commerce_03,2025-06-12,BOH,43.39,0.00,911.19,CAD,daily_aggregate
Commerce_03,2025-06-12,FOH,58.19,0.00,1105.61,CAD,daily_aggregate
Commerce_01,2025-06-13,BOH,42.81,2.73,985.00,CAD,daily_aggregate
Commerce_01,2025-06-13,FOH,57.01,3.64,1186.93,CAD,daily_aggregate
Commerce_02,2025-06-13,BOH,35.17,2.24,809.13,CAD,daily_aggregate
Commerce_02,2025-06-13,FOH,46.89,2.99,976.12,CAD,daily_aggregate
Commerce_03,2025-06-13,BOH,51.58,3.29,1186.82,CAD,daily_aggregate
Commerce_03,2025-06-13,FOH,69.04,4.41,1437.44,CAD,daily_aggregate
Commerce_01,2025-06-14,BOH,42.17,2.69,970.30,CAD,daily_aggregate
Commerce_01,2025-06-14,FOH,57.10,3.65,1188.92,CAD,daily_aggregate
Commerce_02,2025-06-14,BOH,35.86,2.29,825.20,CAD,daily_aggregate
Commerce_02,2025-06-14,FOH,49.93,3.19,1039.58,CAD,daily_aggregate
Commerce_03,2025-06-14,BOH,49.61,3.17,1141.66,CAD,daily_aggregate
Commerce_03,2025-06-14,FOH,65.70,4.19,1367.72,CAD,daily_aggregate
Commerce_01,2025-06-15,BOH,24.17,1.54,556.08,CAD,daily_aggregate
Commerce_01,2025-06-15,FOH,33.61,2.15,699.86,CAD,daily_aggregate
Commerce_02,2025-06-15,BOH,18.26,1.17,420.32,CAD,daily_aggregate
Commerce_02,2025-06-15,FOH,24.82,1.58,516.61,CAD,daily_aggregate
Commerce_03,2025-06-15,BOH,28.12,1.80,647.22,CAD,daily_aggregate
Commerce_03,2025-06-15,FOH,36.49,2.33,759.72,CAD,daily_aggregate
Commerce_01,2025-06-16,BOH,30.75,0.00,645.75,CAD,daily_aggregate
Commerce_01,2025-06-16,FOH,42.06,0.00,799.14,CAD,daily_aggregate
Commerce_02,2025-06-16,BOH,23.15,0.00,486.15,CAD,daily_aggregate
Commerce_02,2025-06-16,FOH,29.16,0.00,554.04,CAD,daily_aggregate
Commerce_03,2025-06-16,BOH,31.89,0.00,669.69,CAD,daily_aggregate
Commerce_03,2025-06-16,FOH,43.68,0.00,829.92,CAD,daily_aggregate
Commerce_01,2025-06-17,BOH,32.73,0.00,687.33,CAD,daily_aggregate
Commerce_01,2025-06-17,FOH,42.96,0.00,816.24,CAD,daily_aggregate
Commerce_02,2025-06-17,BOH,25.64,0.00,538.44,CAD,daily_aggregate
Commerce_02,2025-06-17,FOH,36.23,0.00,688.37,CAD,daily_aggregate
Commerce_03,2025-06-17,BOH,33.61,0.00,705.81,CAD,daily_aggregate
Commerce_03,2025-06-17,FOH,47.71,0.00,906.49,CAD,daily_aggregate
Commerce_01,2025-06-18,BOH,33.06,0.00,694.26,CAD,daily_aggregate
Commerce_01,2025-06-18,FOH,45.37,0.00,862.03,CAD,daily_aggregate
Commerce_02,2025-06-18,BOH,28.85,0.00,605.85,CAD,daily_aggregate
Commerce_02,2025-06-18,FOH,38.40,0.00,729.60,CAD,daily_aggregate
