location_id,work_date,role,regular_hours,overtime_hours,wage_cost,currency,source_granularity
Commerce_01,2025-05-01,BOH,38.43,0.00,807.03,CAD,daily_aggregate
Commerce_01,2025-05-01,FOH,50.54,0.00,960.26,CAD,daily_aggregate
Commerce_02,2025-05-01,BOH,29.43,0.00,618.03,CAD,daily_aggregate
Commerce_02,2025-05-01,FOH,39.01,0.00,741.19,CAD,daily_aggregate
Commerce_03,2025-05-01,BOH,43.28,0.00,908.88,CAD,daily_aggregate
Commerce_03,2025-05-01,FOH,60.29,0.00,1145.51,CAD,daily_aggregate
Commerce_01,2025-05-02,BOH,41.64,2.66,958.23,CAD,daily_aggregate
Commerce_01,2025-05-02,FOH,56.94,3.63,1185.32,CAD,daily_aggregate
Commerce_02,2025-05-02,BOH,32.80,2.09,754.64,CAD,daily_aggregate
Commerce_02,2025-05-02,FOH,44.57,2.84,927.77,CAD,daily_aggregate
Commerce_03,2025-05-02,BOH,48.85,3.12,1124.13,CAD,daily_aggregate
Commerce_03,2025-05-02,FOH,64.01,4.09,1332.76,CAD,daily_aggregate
Commerce_01,2025-05-03,BOH,41.48,2.65,954.56,CAD,daily_aggregate
Commerce_01,2025-05-03,FOH,57.79,3.69,1203.18,CAD,daily_aggregate
Commerce_02,2025-05-03,BOH,35.94,2.29,826.88,CAD,daily_aggregate
Commerce_02,2025-05-03,FOH,50.51,3.22,1051.46,CAD,daily_aggregate
Commerce_03,2025-05-03,BOH,51.30,3.27,1180.30,CAD,daily_aggregate
Commerce_03,2025-05-03,FOH,70.40,4.49,1465.56,CAD,daily_aggregate
Commerce_01,2025-05-04,BOH,24.12,1.54,555.03,CAD,daily_aggregate
Commerce_01,2025-05-04,FOH,31.51,2.01,655.98,CAD,daily_aggregate
Commerce_02,2025-05-04,BOH,20.19,1.29,464.62,CAD,daily_aggregate
Commerce_02,2025-05-04,FOH,26.75,1.71,556.98,CAD,daily_aggregate
Commerce_03,2025-05-04,BOH,27.15,1.73,624.64,CAD,daily_aggregate
Commerce_03,2025-05-04,FOH,36.43,2.32,758.29,CAD,daily_aggregate
Commerce_01,2025-05-05,BOH,40.80,0.00,856.80,CAD,daily_aggregate
Commerce_01,2025-05-05,FOH,53.88,0.00,1023.72,CAD,daily_aggregate
Commerce_02,2025-05-05,BOH,23.99,0.00,503.79,CAD,daily_aggregate
Commerce_02,2025-05-05,FOH,30.96,0.00,588.24,CAD,daily_aggregate
Commerce_03,2025-05-05,BOH,33.51,0.00,703.71,CAD,daily_aggregate
Commerce_03,2025-05-05,FOH,44.52,0.00,845.88,CAD,daily_aggregate
Commerce_01,2025-05-06,BOH,43.57,0.00,914.97,CAD,daily_aggregate
Commerce_01,2025-05-06,FOH,59.56,0.00,1131.64,CAD,daily_aggregate
Commerce_02,2025-05-06,BOH,24.75,0.00,519.75,CAD,daily_aggregate
Commerce_02,2025-05-06,FOH,32.63,0.00,619.97,CAD,daily_aggregate
Commerce_03,2025-05-06,BOH,35.83,0.00,752.43,CAD,daily_aggregate
Commerce_03,2025-05-06,FOH,50.75,0.00,964.25,CAD,daily_aggregate
Commerce_01,2025-05-07,BOH,46.89,0.00,984.69,CAD,daily_aggregate
Commerce_01,2025-05-07,FOH,62.55,0.00,1188.45,CAD,daily_aggregate
Commerce_02,2025-05-07,BOH,26.43,0.00,555.03,CAD,daily_aggregate
Commerce_02,2025-05-07,FOH,37.46,0.00,711.74,CAD,daily_aggregate
Commerce_03,2025-05-07,BOH,38.49,0.00,808.29,CAD,daily_aggregate
Commerce_03,2025-05-07,FOH,52.37,0.00,995.03,CAD,daily_aggregate
Commerce_01,2025-05-08,BOH,52.23,0.00,1096.83,CAD,daily_aggregate
Commerce_01,2025-05-08,FOH,71.40,0.00,1356.60,CAD,daily_aggregate
Commerce_02,2025-05-08,BOH,30.77,0.00,646.17,CAD,daily_aggregate
Commerce_02,2025-05-08,FOH,39.96,0.00,759.24,CAD,daily_aggregate
Commerce_03,2025-05-08,BOH,43.20,0.00,907.20,CAD,daily_aggregate
Commerce_03,2025-05-08,FOH,60.55,0.00,1150.45,CAD,daily_aggregate
Commerce_01,2025-05-09,BOH,57.26,3.65,1317.44,CAD,daily_aggregate
Commerce_01,2025-05-09,FOH,75.20,4.80,1565.60,CAD,daily_aggregate
Commerce_02,2025-05-09,BOH,33.64,2.15,774.16,CAD,daily_aggregate
Commerce_02,2025-05-09,FOH,44.76,2.86,931.95,CAD,daily_aggregate
Commerce_03,2025-05-09,BOH,48.51,3.10,1116.36,CAD,daily_aggregate
