location_id,work_date,role,regular_hours,overtime_hours,wage_cost,currency,source_granularity
Commerce_01,2025-04-01,BOH,30.02,0.00,630.42,CAD,daily_aggregate
Commerce_01,2025-04-01,FOH,39.18,0.00,744.42,CAD,daily_aggregate
Commerce_02,2025-04-01,BOH,22.74,0.00,477.54,CAD,daily_aggregate
Commerce_02,2025-04-01,FOH,29.96,0.00,569.24,CAD,daily_aggregate
Commerce_03,2025-04-01,BOH,33.29,0.00,699.09,CAD,daily_aggregate
Commerce_03,2025-04-01,FOH,44.29,0.00,841.51,CAD,daily_aggregate
Commerce_01,2025-04-02,BOH,33.11,0.00,695.31,CAD,daily_aggregate
Commerce_01,2025-04-02,FOH,42.99,0.00,816.81,CAD,daily_aggregate
Commerce_02,2025-04-02,BOH,24.27,0.00,509.67,CAD,daily_aggregate
Commerce_02,2025-04-02,FOH,34.84,0.00,661.96,CAD,daily_aggregate
Commerce_03,2025-04-02,BOH,38.22,0.00,802.62,CAD,daily_aggregate
Commerce_03,2025-04-02,FOH,49.76,0.00,945.44,CAD,daily_aggregate
Commerce_01,2025-04-03,BOH,37.03,0.00,777.63,CAD,daily_aggregate
Commerce_01,2025-04-03,FOH,48.61,0.00,923.59,CAD,daily_aggregate
Commerce_02,2025-04-03,BOH,26.43,0.00,555.03,CAD,daily_aggregate
Commerce_02,2025-04-03,FOH,38.59,0.00,733.21,CAD,daily_aggregate
Commerce_03,2025-04-03,BOH,39.44,0.00,828.24,CAD,daily_aggregate
Commerce_03,2025-04-03,FOH,51.63,0.00,980.97,CAD,daily_aggregate
Commerce_01,2025-04-04,BOH,39.16,2.50,901.11,CAD,daily_aggregate
Commerce_01,2025-04-04,FOH,51.81,3.31,1078.72,CAD,daily_aggregate
Commerce_02,2025-04-04,BOH,31.62,2.02,727.65,CAD,daily_aggregate
Commerce_02,2025-04-04,FOH,44.51,2.84,926.63,CAD,daily_aggregate
Commerce_03,2025-04-04,BOH,46.57,2.97,1071.52,CAD,daily_aggregate
Commerce_03,2025-04-04,FOH,59.84,3.82,1245.83,CAD,daily_aggregate
Commerce_01,2025-04-05,BOH,39.30,2.51,904.36,CAD,daily_aggregate
Commerce_01,2025-04-05,FOH,56.83,3.63,1183.22,CAD,daily_aggregate
Commerce_02,2025-04-05,BOH,33.94,2.17,781.10,CAD,daily_aggregate
Commerce_02,2025-04-05,FOH,48.90,3.12,1018.02,CAD,daily_aggregate
Commerce_03,2025-04-05,BOH,46.26,2.95,1064.38,CAD,daily_aggregate
