location_id,work_date,role,regular_hours,overtime_hours,wage_cost,currency,source_granularity
Commerce_01,2025-02-01,BOH,44.84,2.86,1031.73,CAD,daily_aggregate
Commerce_01,2025-02-01,FOH,58.69,3.75,1221.98,CAD,daily_aggregate
Commerce_02,2025-02-01,BOH,33.24,2.12,764.82,CAD,daily_aggregate
Commerce_02,2025-02-01,FOH,44.26,2.82,921.31,CAD,daily_aggregate
Commerce_03,2025-02-01,BOH,47.05,3.00,1082.55,CAD,daily_aggregate
Commerce_03,2025-02-01,FOH,61.99,3.96,1290.67,CAD,daily_aggregate
Commerce_01,2025-02-02,BOH,22.29,1.42,512.82,CAD,daily_aggregate
Commerce_01,2025-02-02,FOH,30.47,1.94,634.22,CAD,daily_aggregate
Commerce_02,2025-02-02,BOH,17.85,1.14,410.76,CAD,daily_aggregate
Commerce_02,2025-02-02,FOH,24.16,1.54,502.93,CAD,daily_aggregate
Commerce_03,2025-02-02,BOH,26.76,1.71,615.82,CAD,daily_aggregate
Commerce_03,2025-02-02,FOH,37.64,2.40,783.56,CAD,daily_aggregate
Commerce_01,2025-02-03,BOH,25.29,0.00,531.09,CAD,daily_aggregate
Commerce_01,2025-02-03,FOH,34.43,0.00,654.17,CAD,daily_aggregate
Commerce_02,2025-02-03,BOH,21.12,0.00,443.52,CAD,daily_aggregate
Commerce_02,2025-02-03,FOH,28.53,0.00,542.07,CAD,daily_aggregate
Commerce_03,2025-02-03,BOH,32.76,0.00,687.96,CAD,daily_aggregate
Commerce_03,2025-02-03,FOH,42.36,0.00,804.84,CAD,daily_aggregate
Commerce_01,2025-02-04,BOH,30.12,0.00,632.52,CAD,daily_aggregate
Commerce_01,2025-02-04,FOH,39.31,0.00,746.89,CAD,daily_aggregate
Commerce_02,2025-02-04,BOH,21.64,0.00,454.44,CAD,daily_aggregate
Commerce_02,2025-02-04,FOH,29.50,0.00,560.50,CAD,daily_aggregate
Commerce_03,2025-02-04,BOH,31.84,0.00,668.64,CAD,daily_aggregate
Commerce_03,2025-02-04,FOH,44.04,0.00,836.76,CAD,daily_aggregate
Commerce_01,2025-02-05,BOH,32.07,0.00,673.47,CAD,daily_aggregate
Commerce_01,2025-02-05,FOH,44.43,0.00,844.17,CAD,daily_aggregate
Commerce_02,2025-02-05,BOH,23.60,0.00,495.60,CAD,daily_aggregate
Commerce_02,2025-02-05,FOH,31.66,0.00,601.54,CAD,daily_aggregate
Commerce_03,2025-02-05,BOH,35.58,0.00,747.18,CAD,daily_aggregate
Commerce_03,2025-02-05,FOH,45.83,0.00,870.77,CAD,daily_aggregate
Commerce_01,2025-02-06,BOH,34.72,0.00,729.12,CAD,daily_aggregate
Commerce_01,2025-02-06,FOH,47.46,0.00,901.74,CAD,daily_aggregate
Commerce_02,2025-02-06,BOH,26.08,0.00,547.68,CAD,daily_aggregate
Commerce_02,2025-02-06,FOH,35.26,0.00,669.94,CAD,daily_aggregate
Commerce_03,2025-02-06,BOH,38.87,0.00,816.27,CAD,daily_aggregate
Commerce_03,2025-02-06,FOH,54.11,0.00,1028.09,CAD,daily_aggregate
Commerce_01,2025-02-07,BOH,38.81,2.48,893.13,CAD,daily_aggregate
Commerce_01,2025-02-07,FOH,54.43,3.47,1133.06,CAD,daily_aggregate
