location_id,work_date,role,regular_hours,overtime_hours,wage_cost,currency,source_granularity
Commerce_01,2025-01-01,BOH,30.33,0.00,636.93,CAD,daily_aggregate
Commerce_01,2025-01-01,FOH,43.57,0.00,827.83,CAD,daily_aggregate
Commerce_02,2025-01-01,BOH,24.77,0.00,520.17,CAD,daily_aggregate
Commerce_02,2025-01-01,FOH,34.12,0.00,648.28,CAD,daily_aggregate
Commerce_03,2025-01-01,BOH,36.35,0.00,763.35,CAD,daily_aggregate
Commerce_03,2025-01-01,FOH,49.32,0.00,937.08,CAD,daily_aggregate
Commerce_01,2025-01-02,BOH,35.97,0.00,755.37,CAD,daily_aggregate
Commerce_01,2025-01-02,FOH,47.64,0.00,905.16,CAD,daily_aggregate
Commerce_02,2025-01-02,BOH,27.04,0.00,567.84,CAD,daily_aggregate
Commerce_02,2025-01-02,FOH,37.26,0.00,707.94,CAD,daily_aggregate
Commerce_03,2025-01-02,BOH,38.53,0.00,809.13,CAD,daily_aggregate
Commerce_03,2025-01-02,FOH,51.79,0.00,984.01,CAD,daily_aggregate
Commerce_01,2025-01-03,BOH,40.50,2.58,931.77,CAD,daily_aggregate
Commerce_01,2025-01-03,FOH,54.80,3.50,1140.95,CAD,daily_aggregate
Commerce_02,2025-01-03,BOH,30.79,1.97,708.64,CAD,daily_aggregate
Commerce_02,2025-01-03,FOH,42.83,2.73,891.58,CAD,daily_aggregate
Commerce_03,2025-01-03,BOH,43.95,2.80,1011.15,CAD,daily_aggregate
Commerce_03,2025-01-03,FOH,60.70,3.87,1263.60,CAD,daily_aggregate
Commerce_01,2025-01-04,BOH,39.72,2.53,913.82,CAD,daily_aggregate
Commerce_01,2025-01-04,FOH,52.83,3.37,1099.82,CAD,daily_aggregate
Commerce_02,2025-01-04,BOH,31.11,1.99,716.00,CAD,daily_aggregate
Commerce_02,2025-01-04,FOH,42.28,2.70,880.27,CAD,daily_aggregate
Commerce_03,2025-01-04,BOH,45.09,2.88,1037.61,CAD,daily_aggregate
Commerce_03,2025-01-04,FOH,64.23,4.10,1337.22,CAD,daily_aggregate
Commerce_01,2025-01-05,BOH,23.91,1.53,550.30,CAD,daily_aggregate
Commerce_01,2025-01-05,FOH,32.04,2.05,667.18,CAD,daily_aggregate
Commerce_02,2025-01-05,BOH,18.04,1.15,415.06,CAD,daily_aggregate
Commerce_02,2025-01-05,FOH,23.29,1.49,484.98,CAD,daily_aggregate
Commerce_03,2025-01-05,BOH,25.21,1.61,580.12,CAD,daily_aggregate
Commerce_03,2025-01-05,FOH,35.25,2.25,733.88,CAD,daily_aggregate
Commerce_01,2025-01-06,BOH,27.51,0.00,577.71,CAD,daily_aggregate
Commerce_01,2025-01-06,FOH,37.51,0.00,712.69,CAD,daily_aggregate
Commerce_02,2025-01-06,BOH,20.29,0.00,426.09,CAD,daily_aggregate
Commerce_02,2025-01-06,FOH,28.25,0.00,536.75,CAD,daily_aggregate
Commerce_03,2025-01-06,BOH,28.67,0.00,602.07,CAD,daily_aggregate
Commerce_03,2025-01-06,FOH,37.77,0.00,717.63,CAD,daily_aggregate
Commerce_01,2025-01-07,BOH,28.32,0.00,594.72,CAD,daily_aggregate
Commerce_01,2025-01-07,FOH,38.71,0.00,735.49,CAD,daily_aggregate
Commerce_02,2025-01-07,BOH,22.24,0.00,467.04,CAD,daily_aggregate
Commerce_02,2025-01-07,FOH,29.50,0.00,560.50,CAD,daily_aggregate
Commerce_03,2025-01-07,BOH,29.56,0.00,620.76,CAD,daily_aggregate
Commerce_03,2025-01-07,FOH,41.36,0.00,785.84,CAD,daily_aggregate
Commerce_01,2025-01-08,BOH,28.44,0.00,597.24,CAD,daily_aggregate
Commerce_01,2025-01-08,FOH,39.11,0.00,743.09,CAD,daily_aggregate
Commerce_02,2025-01-08,BOH,24.50,0.00,514.50,CAD,daily_aggregate
Commerce_02,2025-01-08,FOH,34.22,0.00,650.18,CAD,daily_aggregate
Commerce_03,2025-01-08,BOH,34.93,0.00,733.53,CAD,daily_aggregate
Commerce_03,2025-01-08,FOH,48.52,0.00,921.88,CAD,daily_aggregate
Commerce_01,2025-01-09,BOH,31.68,0.00,665.28,CAD,daily_aggregate
Commerce_01,2025-01-09,FOH,43.01,0.00,817.19,CAD,daily_aggregate
Commerce_02,2025-01-09,BOH,25.08,0.00,526.68,CAD,daily_aggregate
Commerce_02,2025-01-09,FOH,33.74,0.00,641.06,CAD,daily_aggregate
Commerce_03,2025-01-09,BOH,39.30,0.00,825.30,CAD,daily_aggregate
Commerce_03,2025-01-09,FOH,50.77,0.00,964.63,CAD,daily_aggregate
Commerce_01,2025-01-10,BOH,38.32,2.45,881.90,CAD,daily_aggregate
Commerce_01,2025-01-10,FOH,50.78,3.24,1057.16,CAD,daily_aggregate
Commerce_02,2025-01-10,BOH,30.60,1.95,704.02,CAD,daily_aggregate
Commerce_02,2025-01-10,FOH,42.06,2.69,875.80,CAD,daily_aggregate
Commerce_03,2025-01-10,BOH,41.37,2.64,951.93,CAD,daily_aggregate
Commerce_03,2025-01-10,FOH,58.08,3.71,1209.26,CAD,daily_aggregate
Commerce_01,2025-01-11,BOH,40.81,2.61,939.22,CAD,daily_aggregate
Commerce_01,2025-01-11,FOH,53.81,3.43,1120.14,CAD,daily_aggregate
Commerce_02,2025-01-11,BOH,31.47,2.01,724.18,CAD,daily_aggregate
Commerce_02,2025-01-11,FOH,41.35,2.64,860.89,CAD,daily_aggregate
