location_id,work_date,role,regular_hours,overtime_hours,wage_cost,currency,source_granularity
Commerce_01,2025-09-01,BOH,28.31,0.00,594.51,CAD,daily_aggregate
Commerce_01,2025-09-01,FOH,39.28,0.00,746.32,CAD,daily_aggregate
Commerce_02,2025-09-01,BOH,21.35,0.00,448.35,CAD,daily_aggregate
Commerce_02,2025-09-01,FOH,28.93,0.00,549.67,CAD,daily_aggregate
Commerce_03,2025-09-01,BOH,33.08,0.00,694.68,CAD,daily_aggregate
Commerce_03,2025-09-01,FOH,46.22,0.00,878.18,CAD,daily_aggregate
Commerce_01,2025-09-02,BOH,29.42,0.00,617.82,CAD,daily_aggregate
Commerce_01,2025-09-02,FOH,39.44,0.00,749.36,CAD,daily_aggregate
Commerce_02,2025-09-02,BOH,25.76,0.00,540.96,CAD,daily_aggregate
Commerce_02,2025-09-02,FOH,33.64,0.00,639.16,CAD,daily_aggregate
Commerce_03,2025-09-02,BOH,33.13,0.00,695.73,CAD,daily_aggregate
Commerce_03,2025-09-02,FOH,46.87,0.00,890.53,CAD,daily_aggregate
Commerce_01,2025-09-03,BOH,33.51,0.00,703.71,CAD,daily_aggregate
Commerce_01,2025-09-03,FOH,42.22,0.00,802.18,CAD,daily_aggregate
Commerce_02,2025-09-03,BOH,23.92,0.00,502.32,CAD,daily_aggregate
Commerce_02,2025-09-03,FOH,33.90,0.00,644.10,CAD,daily_aggregate
Commerce_03,2025-09-03,BOH,38.45,0.00,807.45,CAD,daily_aggregate
Commerce_03,2025-09-03,FOH,55.25,0.00,1049.75,CAD,daily_aggregate
Commerce_01,2025-09-04,BOH,34.09,0.00,715.89,CAD,daily_aggregate
Commerce_01,2025-09-04,FOH,47.10,0.00,894.90,CAD,daily_aggregate
Commerce_02,2025-09-04,BOH,29.26,0.00,614.46,CAD,daily_aggregate
Commerce_02,2025-09-04,FOH,38.45,0.00,730.55,CAD,daily_aggregate
Commerce_03,2025-09-04,BOH,43.23,0.00,907.83,CAD,daily_aggregate
Commerce_03,2025-09-04,FOH,57.48,0.00,1092.12,CAD,daily_aggregate
Commerce_01,2025-09-05,BOH,39.45,2.52,907.83,CAD,daily_aggregate
Commerce_01,2025-09-05,FOH,54.12,3.45,1126.60,CAD,daily_aggregate
Commerce_02,2025-09-05,BOH,33.23,2.12,764.61,CAD,daily_aggregate
Commerce_02,2025-09-05,FOH,44.51,2.84,926.63,CAD,daily_aggregate
Commerce_03,2025-09-05,BOH,46.47,2.97,1069.42,CAD,daily_aggregate
Commerce_03,2025-09-05,FOH,63.43,4.05,1320.60,CAD,daily_aggregate
Commerce_01,2025-09-06,BOH,43.80,2.80,1008.00,CAD,daily_aggregate
Commerce_01,2025-09-06,FOH,62.79,4.01,1307.30,CAD,daily_aggregate
Commerce_02,2025-09-06,BOH,31.44,2.01,723.56,CAD,daily_aggregate
Commerce_02,2025-09-06,FOH,44.40,2.83,924.26,CAD,daily_aggregate
Commerce_03,2025-09-06,BOH,50.62,3.23,1164.76,CAD,daily_aggregate
Commerce_03,2025-09-06,FOH,66.88,4.27,1392.41,CAD,daily_aggregate
Commerce_01,2025-09-07,BOH,25.33,1.62,582.96,CAD,daily_aggregate
Commerce_01,2025-09-07,FOH,33.74,2.15,702.34,CAD,daily_aggregate
Commerce_02,2025-09-07,BOH,17.08,1.09,393.02,CAD,daily_aggregate
Commerce_02,2025-09-07,FOH,23.89,1.52,497.23,CAD,daily_aggregate
Commerce_03,2025-09-07,BOH,27.40,1.75,630.52,CAD,daily_aggregate
Commerce_03,2025-09-07,FOH,35.60,2.27,741.10,CAD,daily_aggregate
Commerce_01,2025-09-08,BOH,28.24,0.00,593.04,CAD,daily_aggregate
Commerce_01,2025-09-08,FOH,36.48,0.00,693.12,CAD,daily_aggregate
Commerce_02,2025-09-08,BOH,22.13,0.00,464.73,CAD,daily_aggregate
Commerce_02,2025-09-08,FOH,31.05,0.00,589.95,CAD,daily_aggregate
Commerce_03,2025-09-08,BOH,34.03,0.00,714.63,CAD,daily_aggregate
Commerce_03,2025-09-08,FOH,45.76,0.00,869.44,CAD,daily_aggregate
Commerce_01,2025-09-09,BOH,30.99,0.00,650.79,CAD,daily_aggregate
Commerce_01,2025-09-09,FOH,41.58,0.00,790.02,CAD,daily_aggregate
Commerce_02,2025-09-09,BOH,22.68,0.00,476.28,CAD,daily_aggregate
Commerce_02,2025-09-09,FOH,28.98,0.00,550.62,CAD,daily_aggregate
Commerce_03,2025-09-09,BOH,31.73,0.00,666.33,CAD,daily_aggregate
Commerce_03,2025-09-09,FOH,44.90,0.00,853.10,CAD,daily_aggregate
