location_id,work_date,role,regular_hours,overtime_hours,wage_cost,currency,source_granularity
Commerce_01,2025-10-01,BOH,31.75,0.00,666.75,CAD,daily_aggregate
Commerce_01,2025-10-01,FOH,44.57,0.00,846.83,CAD,daily_aggregate
Commerce_02,2025-10-01,BOH,26.41,0.00,554.61,CAD,daily_aggregate
Commerce_02,2025-10-01,FOH,34.61,0.00,657.59,CAD,daily_aggregate
Commerce_03,2025-10-01,BOH,37.45,0.00,786.45,CAD,daily_aggregate
Commerce_03,2025-10-01,FOH,48.25,0.00,916.75,CAD,daily_aggregate
Commerce_01,2025-10-02,BOH,34.80,0.00,730.80,CAD,daily_aggregate
Commerce_01,2025-10-02,FOH,46.45,0.00,882.55,CAD,daily_aggregate
Commerce_02,2025-10-02,BOH,27.71,0.00,581.91,CAD,daily_aggregate
Commerce_02,2025-10-02,FOH,36.48,0.00,693.12,CAD,daily_aggregate
Commerce_03,2025-10-02,BOH,40.15,0.00,843.15,CAD,daily_aggregate
Commerce_03,2025-10-02,FOH,58.15,0.00,1104.85,CAD,daily_aggregate
Commerce_01,2025-10-03,BOH,38.23,2.44,879.69,CAD,daily_aggregate
Commerce_01,2025-10-03,FOH,52.24,3.33,1087.46,CAD,daily_aggregate
Commerce_02,2025-10-03,BOH,29.59,1.89,680.92,CAD,daily_aggregate
Commerce_02,2025-10-03,FOH,41.27,2.63,859.08,CAD,daily_aggregate
Commerce_03,2025-10-03,BOH,46.25,2.95,1064.18,CAD,daily_aggregate
Commerce_03,2025-10-03,FOH,59.55,3.80,1239.75,CAD,daily_aggregate
Commerce_01,2025-10-04,BOH,41.14,2.63,946.78,CAD,daily_aggregate
Commerce_01,2025-10-04,FOH,54.92,3.51,1143.52,CAD,daily_aggregate
Commerce_02,2025-10-04,BOH,33.88,2.16,779.52,CAD,daily_aggregate
Commerce_02,2025-10-04,FOH,46.50,2.97,968.14,CAD,daily_aggregate
Commerce_03,2025-10-04,BOH,46.87,2.99,1078.46,CAD,daily_aggregate
Commerce_03,2025-10-04,FOH,60.27,3.85,1254.86,CAD,daily_aggregate
Commerce_01,2025-10-05,BOH,22.89,1.46,526.68,CAD,daily_aggregate
Commerce_01,2025-10-05,FOH,31.23,1.99,650.08,CAD,daily_aggregate
Commerce_02,2025-10-05,BOH,17.30,1.10,397.95,CAD,daily_aggregate
Commerce_02,2025-10-05,FOH,23.51,1.50,489.44,CAD,daily_aggregate
Commerce_03,2025-10-05,BOH,28.44,1.82,654.57,CAD,daily_aggregate
Commerce_03,2025-10-05,FOH,37.73,2.41,785.56,CAD,daily_aggregate
Commerce_01,2025-10-06,BOH,29.98,0.00,629.58,CAD,daily_aggregate
Commerce_01,2025-10-06,FOH,40.44,0.00,768.36,CAD,daily_aggregate
Commerce_02,2025-10-06,BOH,20.40,0.00,428.40,CAD,daily_aggregate
Commerce_02,2025-10-06,FOH,27.40,0.00,520.60,CAD,daily_aggregate
Commerce_03,2025-10-06,BOH,31.75,0.00,666.75,CAD,daily_aggregate
Commerce_03,2025-10-06,FOH,45.45,0.00,863.55,CAD,daily_aggregate
Commerce_01,2025-10-07,BOH,31.39,0.00,659.19,CAD,daily_aggregate
Commerce_01,2025-10-07,FOH,41.66,0.00,791.54,CAD,daily_aggregate
Commerce_02,2025-10-07,BOH,22.11,0.00,464.31,CAD,daily_aggregate
Commerce_02,2025-10-07,FOH,28.13,0.00,534.47,CAD,daily_aggregate
Commerce_03,2025-10-07,BOH,33.16,0.00,696.36,CAD,daily_aggregate
Commerce_03,2025-10-07,FOH,45.90,0.00,872.10,CAD,daily_aggregate
Commerce_01,2025-10-08,BOH,32.75,0.00,687.75,CAD,daily_aggregate
Commerce_01,2025-10-08,FOH,43.22,0.00,821.18,CAD,daily_aggregate
Commerce_02,2025-10-08,BOH,25.95,0.00,544.95,CAD,daily_aggregate
Commerce_02,2025-10-08,FOH,33.44,0.00,635.36,CAD,daily_aggregate
Commerce_03,2025-10-08,BOH,36.52,0.00,766.92,CAD,daily_aggregate
Commerce_03,2025-10-08,FOH,49.70,0.00,944.30,CAD,daily_aggregate
Commerce_01,2025-10-09,BOH,36.24,0.00,761.04,CAD,daily_aggregate
Commerce_01,2025-10-09,FOH,47.40,0.00,900.60,CAD,daily_aggregate
Commerce_02,2025-10-09,BOH,29.45,0.00,618.45,CAD,daily_aggregate
Commerce_02,2025-10-09,FOH,38.87,0.00,738.53,CAD,daily_aggregate
