location_id,work_date,role,regular_hours,overtime_hours,wage_cost,currency,source_granularity
Commerce_01,2025-07-01,BOH,32.49,0.00,682.29,CAD,daily_aggregate
Commerce_01,2025-07-01,FOH,44.65,0.00,848.35,CAD,daily_aggregate
Commerce_02,2025-07-01,BOH,26.38,0.00,553.98,CAD,daily_aggregate
Commerce_02,2025-07-01,FOH,35.50,0.00,674.50,CAD,daily_aggregate
Commerce_03,2025-07-01,BOH,38.21,0.00,802.41,CAD,daily_aggregate
Commerce_03,2025-07-01,FOH,49.02,0.00,931.38,CAD,daily_aggregate
Commerce_01,2025-07-02,BOH,36.32,0.00,762.72,CAD,daily_aggregate
Commerce_01,2025-07-02,FOH,46.87,0.00,890.53,CAD,daily_aggregate
Commerce_02,2025-07-02,BOH,28.25,0.00,593.25,CAD,daily_aggregate
Commerce_02,2025-07-02,FOH,39.25,0.00,745.75,CAD,daily_aggregate
Commerce_03,2025-07-02,BOH,42.73,0.00,897.33,CAD,daily_aggregate
Commerce_03,2025-07-02,FOH,53.75,0.00,1021.25,CAD,daily_aggregate
Commerce_01,2025-07-03,BOH,37.38,0.00,784.98,CAD,daily_aggregate
Commerce_01,2025-07-03,FOH,51.42,0.00,976.98,CAD,daily_aggregate
Commerce_02,2025-07-03,BOH,30.39,0.00,638.19,CAD,daily_aggregate
Commerce_02,2025-07-03,FOH,40.76,0.00,774.44,CAD,daily_aggregate
Commerce_03,2025-07-03,BOH,47.11,0.00,989.31,CAD,daily_aggregate
Commerce_03,2025-07-03,FOH,62.88,0.00,1194.72,CAD,daily_aggregate
Commerce_01,2025-07-04,BOH,44.73,2.86,1029.42,CAD,daily_aggregate
Commerce_01,2025-07-04,FOH,64.66,4.13,1346.24,CAD,daily_aggregate
Commerce_02,2025-07-04,BOH,35.11,2.24,807.87,CAD,daily_aggregate
Commerce_02,2025-07-04,FOH,50.48,3.22,1050.89,CAD,daily_aggregate
Commerce_03,2025-07-04,BOH,49.80,3.18,1145.97,CAD,daily_aggregate
Commerce_03,2025-07-04,FOH,66.81,4.26,1390.80,CAD,daily_aggregate
Commerce_01,2025-07-05,BOH,49.56,3.16,1140.30,CAD,daily_aggregate
Commerce_01,2025-07-05,FOH,63.84,4.07,1328.96,CAD,daily_aggregate
Commerce_02,2025-07-05,BOH,35.16,2.24,808.92,CAD,daily_aggregate
Commerce_02,2025-07-05,FOH,51.06,3.26,1063.05,CAD,daily_aggregate
Commerce_03,2025-07-05,BOH,55.61,3.55,1279.64,CAD,daily_aggregate
Commerce_03,2025-07-05,FOH,75.39,4.81,1569.50,CAD,daily_aggregate
Commerce_01,2025-07-06,BOH,27.51,1.76,633.15,CAD,daily_aggregate
Commerce_01,2025-07-06,FOH,36.70,2.34,763.99,CAD,daily_aggregate
Commerce_02,2025-07-06,BOH,20.13,1.29,463.36,CAD,daily_aggregate
Commerce_02,2025-07-06,FOH,26.44,1.69,550.52,CAD,daily_aggregate
Commerce_03,2025-07-06,BOH,27.73,1.77,638.08,CAD,daily_aggregate
Commerce_03,2025-07-06,FOH,36.45,2.33,758.96,CAD,daily_aggregate
Commerce_01,2025-07-07,BOH,31.48,0.00,661.08,CAD,daily_aggregate
Commerce_01,2025-07-07,FOH,40.90,0.00,777.10,CAD,daily_aggregate
Commerce_02,2025-07-07,BOH,23.41,0.00,491.61,CAD,daily_aggregate
Commerce_02,2025-07-07,FOH,32.28,0.00,613.32,CAD,daily_aggregate
Commerce_03,2025-07-07,BOH,33.96,0.00,713.16,CAD,daily_aggregate
