location_id,work_date,role,regular_hours,overtime_hours,wage_cost,currency,source_granularity
Commerce_01,2025-12-01,BOH,28.11,0.00,590.31,CAD,daily_aggregate
Commerce_01,2025-12-01,FOH,37.59,0.00,714.21,CAD,daily_aggregate
Commerce_02,2025-12-01,BOH,20.05,0.00,421.05,CAD,daily_aggregate
Commerce_02,2025-12-01,FOH,28.18,0.00,535.42,CAD,daily_aggregate
Commerce_03,2025-12-01,BOH,29.87,0.00,627.27,CAD,daily_aggregate
Commerce_03,2025-12-01,FOH,39.74,0.00,755.06,CAD,daily_aggregate
Commerce_01,2025-12-02,BOH,28.99,0.00,608.79,CAD,daily_aggregate
Commerce_01,2025-12-02,FOH,38.93,0.00,739.67,CAD,daily_aggregate
Commerce_02,2025-12-02,BOH,22.77,0.00,478.17,CAD,daily_aggregate
Commerce_02,2025-12-02,FOH,29.62,0.00,562.78,CAD,daily_aggregate
Commerce_03,2025-12-02,BOH,31.22,0.00,655.62,CAD,daily_aggregate
Commerce_03,2025-12-02,FOH,41.70,0.00,792.30,CAD,daily_aggregate
Commerce_01,2025-12-03,BOH,29.04,0.00,609.84,CAD,daily_aggregate
Commerce_01,2025-12-03,FOH,41.50,0.00,788.50,CAD,daily_aggregate
Commerce_02,2025-12-03,BOH,23.03,0.00,483.63,CAD,daily_aggregate
Commerce_02,2025-12-03,FOH,30.82,0.00,585.58,CAD,daily_aggregate
Commerce_03,2025-12-03,BOH,35.11,0.00,737.31,CAD,daily_aggregate
Commerce_03,2025-12-03,FOH,49.55,0.00,941.45,CAD,daily_aggregate
Commerce_01,2025-12-04,BOH,32.11,0.00,674.31,CAD,daily_aggregate
Commerce_01,2025-12-04,FOH,44.39,0.00,843.41,CAD,daily_aggregate
Commerce_02,2025-12-04,BOH,28.82,0.00,605.22,CAD,daily_aggregate
Commerce_02,2025-12-04,FOH,37.82,0.00,718.58,CAD,daily_aggregate
Commerce_03,2025-12-04,BOH,39.18,0.00,822.78,CAD,daily_aggregate
Commerce_03,2025-12-04,FOH,49.49,0.00,940.31,CAD,daily_aggregate
Commerce_01,2025-12-05,BOH,39.44,2.52,907.62,CAD,daily_aggregate
Commerce_01,2025-12-05,FOH,57.37,3.66,1194.34,CAD,daily_aggregate
Commerce_02,2025-12-05,BOH,32.51,2.07,747.92,CAD,daily_aggregate
Commerce_02,2025-12-05,FOH,42.74,2.73,889.86,CAD,daily_aggregate
Commerce_03,2025-12-05,BOH,44.75,2.86,1029.84,CAD,daily_aggregate
Commerce_03,2025-12-05,FOH,58.61,3.74,1220.18,CAD,daily_aggregate
Commerce_01,2025-12-06,BOH,40.28,2.57,926.84,CAD,daily_aggregate
Commerce_01,2025-12-06,FOH,55.16,3.52,1148.36,CAD,daily_aggregate
