location_id,work_date,role,regular_hours,overtime_hours,wage_cost,currency,source_granularity
Commerce_01,2025-11-01,BOH,45.06,2.88,1036.98,CAD,daily_aggregate
Commerce_01,2025-11-01,FOH,56.95,3.64,1185.79,CAD,daily_aggregate
Commerce_02,2025-11-01,BOH,33.45,2.14,769.86,CAD,daily_aggregate
Commerce_02,2025-11-01,FOH,43.84,2.80,912.76,CAD,daily_aggregate
Commerce_03,2025-11-01,BOH,43.45,2.77,999.70,CAD,daily_aggregate
Commerce_03,2025-11-01,FOH,60.43,3.86,1258.18,CAD,daily_aggregate
Commerce_01,2025-11-02,BOH,24.22,1.55,557.44,CAD,daily_aggregate
Commerce_01,2025-11-02,FOH,32.08,2.05,667.94,CAD,daily_aggregate
Commerce_02,2025-11-02,BOH,17.57,1.12,404.25,CAD,daily_aggregate
Commerce_02,2025-11-02,FOH,23.87,1.52,496.85,CAD,daily_aggregate
Commerce_03,2025-11-02,BOH,25.51,1.63,587.06,CAD,daily_aggregate
Commerce_03,2025-11-02,FOH,32.90,2.10,684.95,CAD,daily_aggregate
Commerce_01,2025-11-03,BOH,27.80,0.00,583.80,CAD,daily_aggregate
Commerce_01,2025-11-03,FOH,40.00,0.00,760.00,CAD,daily_aggregate
Commerce_02,2025-11-03,BOH,21.86,0.00,459.06,CAD,daily_aggregate
Commerce_02,2025-11-03,FOH,28.32,0.00,538.08,CAD,daily_aggregate
Commerce_03,2025-11-03,BOH,31.56,0.00,662.76,CAD,daily_aggregate
Commerce_03,2025-11-03,FOH,43.43,0.00,825.17,CAD,daily_aggregate
Commerce_01,2025-11-04,BOH,29.44,0.00,618.24,CAD,daily_aggregate
Commerce_01,2025-11-04,FOH,38.97,0.00,740.43,CAD,daily_aggregate
Commerce_02,2025-11-04,BOH,23.45,0.00,492.45,CAD,daily_aggregate
Commerce_02,2025-11-04,FOH,31.14,0.00,591.66,CAD,daily_aggregate
Commerce_03,2025-11-04,BOH,32.88,0.00,690.48,CAD,daily_aggregate
Commerce_03,2025-11-04,FOH,43.23,0.00,821.37,CAD,daily_aggregate
Commerce_01,2025-11-05,BOH,33.97,0.00,713.37,CAD,daily_aggregate
Commerce_01,2025-11-05,FOH,43.56,0.00,827.64,CAD,daily_aggregate
Commerce_02,2025-11-05,BOH,25.19,0.00,528.99,CAD,daily_aggregate
Commerce_02,2025-11-05,FOH,34.48,0.00,655.12,CAD,daily_aggregate
Commerce_03,2025-11-05,BOH,36.33,0.00,762.93,CAD,daily_aggregate
Commerce_03,2025-11-05,FOH,49.59,0.00,942.21,CAD,daily_aggregate
Commerce_01,2025-11-06,BOH,32.02,0.00,672.42,CAD,daily_aggregate
