report_period_start,report_period_end,business_date,commerce_id,source_pos,gross_sales,discounts,voids,net_sales,transactions,generated_at,revision_id
2025-10-01,2025-12-31,2025-10-01,Commerce_01,POS_B,5331.00,278.61,55.45,5052.39,149,2026-01-06T11:31:00Z,rev-d704
2025-10-01,2025-12-31,2025-10-02,Commerce_01,POS_B,5785.00,278.46,83.97,5506.54,162,2026-01-06T11:31:00Z,rev-d704
2025-10-01,2025-12-31,2025-10-03,Commerce_01,POS_B,6857.00,338.45,54.24,6518.55,192,2026-01-06T11:31:00Z,rev-d704
2025-10-01,2025-12-31,2025-10-04,Commerce_01,POS_B,7316.00,351.91,30.50,6964.09,205,2026-01-06T11:31:00Z,rev-d704
2025-10-01,2025-12-31,2025-10-05,Commerce_01,POS_B,3923.00,199.80,63.80,3723.20,110,2026-01-06T11:31:00Z,rev-d704
2025-10-01,2025-12-31,2025-10-06,Commerce_01,POS_B,4789.00,234.75,72.77,4554.25,134,2026-01-06T11:31:00Z,rev-d704
2025-10-01,2025-12-31,2025-10-07,Commerce_01,POS_B,5054.00,249.84,35.97,4804.16,141,2026-01-06T11:31:00Z,rev-d704
2025-10-01,2025-12-31,2025-10-08,Commerce_01,POS_B,5171.00,260.63,37.50,4910.37,144,2026-01-06T11:31:00Z,rev-d704
2025-10-01,2025-12-31,2025-10-09,Commerce_01,POS_B,5732.00,280.53,30.71,5451.47,160,2026-01-06T11:31:00Z,rev-d704
2025-10-01,2025-12-31,2025-10-10,Commerce_01,POS_B,7166.00,356.81,44.15,6809.19,200,2026-01-06T11:31:00Z,rev-d704
2025-10-01,2025-12-31,2025-10-11,Commerce_01,POS_B,7527.00,384.17,54.08,7142.83,210,2026-01-06T11:31:00Z,rev-d704
2025-10-01,2025-12-31,2025-10-12,Commerce_01,POS_B,4309.00,191.63,40.42,4117.37,121,2026-01-06T11:31:00Z,rev-d704
2025-10-01,2025-12-31,2025-10-13,Commerce_01,POS_B,4676.00,233.11,34.17,4442.89,131,2026-01-06T11:31:00Z,rev-d704
2025-10-01,2025-12-31,2025-10-14,Commerce_01,POS_B,4726.00,235.30,62.55,4490.70,132,2026-01-06T11:31:00Z,rev-d704
2025-10-01,2025-12-31,2025-10-15,Commerce_01,POS_B,5391.00,272.96,69.64,5118.04,151,2026-01-06T11:31:00Z,rev-d704
2025-10-01,2025-12-31,2025-10-16,Commerce_01,POS_B,6206.00,324.07,30.42,5881.93,173,2026-01-06T11:31:00Z,rev-d704
2025-10-01,2025-12-31,2025-10-17,Commerce_01,POS_B,6799.00,349.23,33.20,6449.77,190,2026-01-06T11:31:00Z,rev-d704
2025-10-01,2025-12-31,2025-10-18,Commerce_01,POS_B,7528.00,397.03,22.29,7130.97,210,2026-01-06T11:31:00Z,rev-d704
2025-10-01,2025-12-31,2025-10-19,Commerce_01,POS_B,3971.00,206.39,67.55,3764.61,111,2026-01-06T11:31:00Z,rev-d704
2025-10-01,2025-12-31,2025-10-20,Commerce_01,POS_B,4500.00,213.04,53.61,4286.96,126,2026-01-06T11:31:00Z,rev-d704
2025-10-01,2025-12-31,2025-10-21,Commerce_01,POS_B,4539.00,207.07,32.97,4331.93,127,2026-01-06T11:31:00Z,rev-d704
2025-10-01,2025-12-31,2025-10-22,Commerce_01,POS_B,5190.00,252.47,60.04,4937.53,145,2026-01-06T11:31:00Z,rev-d704
2025-10-01,2025-12-31,2025-10-23,Commerce_01,POS_B,5858.00,303.58,39.08,5554.42,163,2026-01-06T11:31:00Z,rev-d704
2025-10-01,2025-12-31,2025-10-24,Commerce_01,POS_B,6726.00,338.49,81.21,6387.51,188,2026-01-06T11:31:00Z,rev-d704
2025-10-01,2025-12-31,2025-10-25,Commerce_01,POS_B,7791.00,364.44,69.09,7426.56,218,2026-01-06T11:31:00Z,rev-d704
2025-10-01,2025-12-31,2025-10-26,Commerce_01,POS_B,3915.00,206.32,20.50,3708.68,109,2026-01-06T11:31:00Z,rev-d704
2025-10-01,2025-12-31,2025-10-27,Commerce_01,POS_B,4430.00,220.74,29.94,4209.26,124,2026-01-06T11:31:00Z,rev-d704
2025-10-01,2025-12-31,2025-10-28,Commerce_01,POS_B,4814.00,242.80,38.93,4571.20,134,2026-01-06T11:31:00Z,rev-d704
2025-10-01,2025-12-31,2025-10-29,Commerce_01,POS_B,5188.00,243.76,32.47,4944.24,145,2026-01-06T11:31:00Z,rev-d704
2025-10-01,2025-12-31,2025-10-30,Commerce_01,POS_B,5718.00,292.58,53.92,5425.42,160,2026-01-06T11:31:00Z,rev-d704
2025-10-01,2025-12-31,2025-10-31,Commerce_01,POS_B,7431.00,374.74,32.59,7056.26,208,2026-01-06T11:31:00Z,rev-d704
2025-10-01,2025-12-31,2025-11-01,Commerce_01,POS_B,7673.00,405.54,58.84,7267.46,214,2026-01-06T11:31:00Z,rev-d704
2025-10-01,2025-12-31,2025-11-02,Commerce_01,POS_B,4190.00,218.84,36.89,3971.16,117,2026-01-06T11:31:00Z,rev-d704
2025-10-01,2025-12-31,2025-11-03,Commerce_01,POS_B,4696.00,219.57,38.43,4476.43,132,2026-01-06T11:31:00Z,rev-d704
2025-10-01,2025-12-31,2025-11-04,Commerce_01,POS_B,4734.00,262.45,69.58,4471.55,132,2026-01-06T11:31:00Z,rev-d704
2025-10-01,2025-12-31,2025-11-05,Commerce_01,POS_B,5447.00,260.79,67.52,5186.21,153,2026-01-06T11:31:00Z,rev-d704
2025-10-01,2025-12-31,2025-11-06,Commerce_01,POS_B,5451.00,284.12,43.77,5166.88,152,2026-01-06T11:31:00Z,rev-d704
2025-10-01,2025-12-31,2025-11-07,Commerce_01,POS_B,6907.00,351.99,56.28,6555.01,193,2026-01-06T11:31:00Z,rev-d704
2025-10-01,2025-12-31,2025-11-08,Commerce_01,POS_B,7357.00,367.70,79.14,6989.30,206,2026-01-06T11:31:00Z,rev-d704
