report_period_start,report_period_end,business_date,commerce_id,source_pos,gross_sales,discounts,voids,net_sales,transactions,generated_at,revision_id
2025-10-01,2025-12-31,2025-10-01,Commerce_02,POS_B,4315.00,220.41,76.84,4094.59,120,2026-01-06T11:31:00Z,rev-d704
2025-10-01,2025-12-31,2025-10-02,Commerce_02,POS_B,4530.00,214.88,37.23,4315.12,127,2026-01-06T11:31:00Z,rev-d704
2025-10-01,2025-12-31,2025-10-03,Commerce_02,POS_B,5221.00,249.69,65.41,4971.31,146,2026-01-06T11:31:00Z,rev-d704
2025-10-01,2025-12-31,2025-10-04,Commerce_02,POS_B,5979.00,289.55,56.21,5689.45,167,2026-01-06T11:31:00Z,rev-d704
2025-10-01,2025-12-31,2025-10-05,Commerce_02,POS_B,3122.00,146.42,70.66,2975.58,88,2026-01-06T11:31:00Z,rev-d704
2025-10-01,2025-12-31,2025-10-06,Commerce_02,POS_B,3395.00,186.12,90.70,3208.88,94,2026-01-06T11:31:00Z,rev-d704
2025-10-01,2025-12-31,2025-10-07,Commerce_02,POS_B,3540.00,176.96,84.42,3363.04,99,2026-01-06T11:31:00Z,rev-d704
2025-10-01,2025-12-31,2025-10-08,Commerce_02,POS_B,4136.00,199.45,41.93,3936.55,116,2026-01-06T11:31:00Z,rev-d704
2025-10-01,2025-12-31,2025-10-09,Commerce_02,POS_B,4775.00,258.18,77.06,4516.82,133,2026-01-06T11:31:00Z,rev-d704
2025-10-01,2025-12-31,2025-10-10,Commerce_02,POS_B,5770.00,270.60,35.34,5499.40,162,2026-01-06T11:31:00Z,rev-d704
2025-10-01,2025-12-31,2025-10-11,Commerce_02,POS_B,5988.00,297.12,28.10,5690.88,167,2026-01-06T11:31:00Z,rev-d704
2025-10-01,2025-12-31,2025-10-12,Commerce_02,POS_B,3033.00,143.33,58.02,2889.67,85,2026-01-06T11:31:00Z,rev-d704
2025-10-01,2025-12-31,2025-10-13,Commerce_02,POS_B,3639.00,195.91,56.25,3443.09,101,2026-01-06T11:31:00Z,rev-d704
2025-10-01,2025-12-31,2025-10-14,Commerce_02,POS_B,3816.00,198.77,34.73,3617.23,106,2026-01-06T11:31:00Z,rev-d704
2025-10-01,2025-12-31,2025-10-15,Commerce_02,POS_B,4019.00,193.19,33.68,3825.81,113,2026-01-06T11:31:00Z,rev-d704
2025-10-01,2025-12-31,2025-10-16,Commerce_02,POS_B,4795.00,246.71,74.55,4548.29,134,2026-01-06T11:31:00Z,rev-d704
2025-10-01,2025-12-31,2025-10-17,Commerce_02,POS_B,5836.00,295.18,70.02,5540.82,163,2026-01-06T11:31:00Z,rev-d704
2025-10-01,2025-12-31,2025-10-18,Commerce_02,POS_B,5735.00,288.29,57.08,5446.71,160,2026-01-06T11:31:00Z,rev-d704
2025-10-01,2025-12-31,2025-10-19,Commerce_02,POS_B,3384.00,178.70,79.58,3205.30,94,2026-01-06T11:31:00Z,rev-d704
2025-10-01,2025-12-31,2025-10-20,Commerce_02,POS_B,3642.00,199.03,32.75,3442.97,101,2026-01-06T11:31:00Z,rev-d704
2025-10-01,2025-12-31,2025-10-21,Commerce_02,POS_B,3955.00,191.90,50.37,3763.10,111,2026-01-06T11:31:00Z,rev-d704
2025-10-01,2025-12-31,2025-10-22,Commerce_02,POS_B,4119.00,181.93,75.23,3937.07,116,2026-01-06T11:31:00Z,rev-d704
2025-10-01,2025-12-31,2025-10-23,Commerce_02,POS_B,4474.00,225.91,32.46,4248.09,125,2026-01-06T11:31:00Z,rev-d704
2025-10-01,2025-12-31,2025-10-24,Commerce_02,POS_B,5202.00,254.90,41.54,4947.10,146,2026-01-06T11:31:00Z,rev-d704
2025-10-01,2025-12-31,2025-10-25,Commerce_02,POS_B,5729.00,294.06,107.50,5434.94,160,2026-01-06T11:31:00Z,rev-d704
2025-10-01,2025-12-31,2025-10-26,Commerce_02,POS_B,3258.00,153.78,62.67,3104.22,91,2026-01-06T11:31:00Z,rev-d704
2025-10-01,2025-12-31,2025-10-27,Commerce_02,POS_B,3463.00,175.92,45.26,3287.08,97,2026-01-06T11:31:00Z,rev-d704
2025-10-01,2025-12-31,2025-10-28,Commerce_02,POS_B,3650.00,178.05,57.22,3471.95,102,2026-01-06T11:31:00Z,rev-d704
2025-10-01,2025-12-31,2025-10-29,Commerce_02,POS_B,4216.00,205.85,43.02,4010.15,118,2026-01-06T11:31:00Z,rev-d704
2025-10-01,2025-12-31,2025-10-30,Commerce_02,POS_B,4366.00,224.27,35.49,4141.73,122,2026-01-06T11:31:00Z,rev-d704
2025-10-01,2025-12-31,2025-10-31,Commerce_02,POS_B,5615.00,297.92,73.61,5317.08,156,2026-01-06T11:31:00Z,rev-d704
2025-10-01,2025-12-31,2025-11-01,Commerce_02,POS_B,5845.00,286.48,58.84,5558.52,163,2026-01-06T11:31:00Z,rev-d704
2025-10-01,2025-12-31,2025-11-02,Commerce_02,POS_B,2995.00,153.60,46.10,2841.40,84,2026-01-06T11:31:00Z,rev-d704
2025-10-01,2025-12-31,2025-11-03,Commerce_02,POS_B,3554.00,184.44,41.65,3369.56,99,2026-01-06T11:31:00Z,rev-d704
2025-10-01,2025-12-31,2025-11-04,Commerce_02,POS_B,3819.00,184.49,114.02,3634.51,107,2026-01-06T11:31:00Z,rev-d704
2025-10-01,2025-12-31,2025-11-05,Commerce_02,POS_B,4161.00,192.88,33.51,3968.12,117,2026-01-06T11:31:00Z,rev-d704
2025-10-01,2025-12-31,2025-11-06,Commerce_02,POS_B,4450.00,221.29,74.01,4228.71,124,2026-01-06T11:31:00Z,rev-d704
2025-10-01,2025-12-31,2025-11-07,Commerce_02,POS_B,5458.00,289.26,48.52,5168.74,152,2026-01-06T11:31:00Z,rev-d704
2025-10-01,2025-12-31,2025-11-08,Commerce_02,POS_B,5470.00,265.32,95.18,5204.68,153,2026-01-06T11:31:00Z,rev-d704
2025-10-01,2025-12-31,2025-11-09,Commerce_02,POS_B,3225.00,179.30,48.19,3045.70,90,2026-01-06T11:31:00Z,rev-d704
2025-10-01,2025-12-31,2025-11-10,Commerce_02,POS_B,3655.00,166.29,81.09,3488.71,103,2026-01-06T11:31:00Z,rev-d704
2025-10-01,2025-12-31,2025-11-11,Commerce_02,POS_B,3817.00,174.92,42.21,3642.08,107,2026-01-06T11:31:00Z,rev-d704
2025-10-01,2025-12-31,2025-11-12,Commerce_02,POS_B,3989.00,192.78,45.81,3796.22,112,2026-01-06T11:31:00Z,rev-d704
2025-10-01,2025-12-31,2025-11-13,Commerce_02,POS_B,4452.00,232.06,87.34,4219.94,124,2026-01-06T11:31:00Z,rev-d704
2025-10-01,2025-12-31,2025-11-14,Commerce_02,POS_B,5412.00,281.82,85.58,5130.18,151,2026-01-06T11:31:00Z,rev-d704
2025-10-01,2025-12-31,2025-11-15,Commerce_02,POS_B,5880.00,285.04,75.38,5594.96,165,2026-01-06T11:31:00Z,rev-d704
2025-10-01,2025-12-31,2025-11-16,Commerce_02,POS_B,3273.00,169.33,47.13,3103.67,91,2026-01-06T11:31:00Z,rev-d704
2025-10-01,2025-12-31,2025-11-17,Commerce_02,POS_B,3578.00,192.32,73.15,3385.68,100,2026-01-06T11:31:00Z,rev-d704
