report_period_start,report_period_end,business_date,commerce_id,source_pos,gross_sales,discounts,voids,net_sales,transactions,generated_at,revision_id
2025-01-01,2025-03-31,2025-01-01,Commerce_02,POS_B,3970.00,184.71,49.29,3785.29,111,2025-04-04T10:22:00Z,rev-5c31
2025-01-01,2025-03-31,2025-01-02,Commerce_02,POS_B,4475.00,227.09,87.30,4247.91,125,2025-04-04T10:22:00Z,rev-5c31
2025-01-01,2025-03-31,2025-01-03,Commerce_02,POS_B,5342.00,278.82,89.69,5063.18,149,2025-04-04T10:22:00Z,rev-5c31
2025-01-01,2025-03-31,2025-01-04,Commerce_02,POS_B,5506.00,289.43,68.39,5216.57,153,2025-04-04T10:22:00Z,rev-5c31
2025-01-01,2025-03-31,2025-01-05,Commerce_02,POS_B,3020.00,148.14,46.92,2871.86,84,2025-04-04T10:22:00Z,rev-5c31
2025-01-01,2025-03-31,2025-01-06,Commerce_02,POS_B,3446.00,179.70,40.83,3266.30,96,2025-04-04T10:22:00Z,rev-5c31
2025-01-01,2025-03-31,2025-01-07,Commerce_02,POS_B,3675.00,204.10,54.42,3470.90,102,2025-04-04T10:22:00Z,rev-5c31
2025-01-01,2025-03-31,2025-01-08,Commerce_02,POS_B,4035.00,190.24,37.14,3844.76,113,2025-04-04T10:22:00Z,rev-5c31
2025-01-01,2025-03-31,2025-01-09,Commerce_02,POS_B,4177.00,224.93,55.99,3952.07,116,2025-04-04T10:22:00Z,rev-5c31
2025-01-01,2025-03-31,2025-01-10,Commerce_02,POS_B,5301.00,269.76,32.37,5031.24,148,2025-04-04T10:22:00Z,rev-5c31
2025-01-01,2025-03-31,2025-01-11,Commerce_02,POS_B,5474.00,290.30,77.05,5183.70,152,2025-04-04T10:22:00Z,rev-5c31
2025-01-01,2025-03-31,2025-01-12,Commerce_02,POS_B,3160.00,169.16,19.13,2990.84,88,2025-04-04T10:22:00Z,rev-5c31
2025-01-01,2025-03-31,2025-01-13,Commerce_02,POS_B,3285.00,176.31,33.54,3108.69,91,2025-04-04T10:22:00Z,rev-5c31
2025-01-01,2025-03-31,2025-01-14,Commerce_02,POS_B,3707.00,157.11,51.75,3549.89,104,2025-04-04T10:22:00Z,rev-5c31
2025-01-01,2025-03-31,2025-01-15,Commerce_02,POS_B,3673.00,182.90,102.74,3490.10,103,2025-04-04T10:22:00Z,rev-5c31
2025-01-01,2025-03-31,2025-01-16,Commerce_02,POS_B,4266.00,212.72,33.20,4053.28,119,2025-04-04T10:22:00Z,rev-5c31
2025-01-01,2025-03-31,2025-01-17,Commerce_02,POS_B,5431.00,286.68,49.56,5144.32,151,2025-04-04T10:22:00Z,rev-5c31
2025-01-01,2025-03-31,2025-01-18,Commerce_02,POS_B,5521.00,265.08,45.58,5255.92,155,2025-04-04T10:22:00Z,rev-5c31
2025-01-01,2025-03-31,2025-01-19,Commerce_02,POS_B,3077.00,152.22,58.58,2924.78,86,2025-04-04T10:22:00Z,rev-5c31
2025-01-01,2025-03-31,2025-01-20,Commerce_02,POS_B,3227.00,130.41,94.20,3096.59,91,2025-04-04T10:22:00Z,rev-5c31
2025-01-01,2025-03-31,2025-01-21,Commerce_02,POS_B,3550.00,172.77,33.57,3377.23,99,2025-04-04T10:22:00Z,rev-5c31
2025-01-01,2025-03-31,2025-01-22,Commerce_02,POS_B,4065.00,199.22,69.20,3865.78,114,2025-04-04T10:22:00Z,rev-5c31
2025-01-01,2025-03-31,2025-01-23,Commerce_02,POS_B,4331.00,217.44,23.51,4113.56,121,2025-04-04T10:22:00Z,rev-5c31
