report_period_start,report_period_end,business_date,commerce_id,source_pos,gross_sales,discounts,voids,net_sales,transactions,generated_at,revision_id
2025-01-01,2025-03-31,2025-01-01,Commerce_03,POS_B,5897.00,285.27,53.51,5611.73,165,2025-04-04T10:22:00Z,rev-5c31
2025-01-01,2025-03-31,2025-01-02,Commerce_03,POS_B,6339.00,336.27,53.99,6002.73,177,2025-04-04T10:22:00Z,rev-5c31
2025-01-01,2025-03-31,2025-01-03,Commerce_03,POS_B,7738.00,379.07,83.19,7358.93,216,2025-04-04T10:22:00Z,rev-5c31
2025-01-01,2025-03-31,2025-01-04,Commerce_03,POS_B,8036.00,416.13,40.53,7619.87,224,2025-04-04T10:22:00Z,rev-5c31
2025-01-01,2025-03-31,2025-01-05,Commerce_03,POS_B,4416.00,210.07,48.86,4205.93,124,2025-04-04T10:22:00Z,rev-5c31
2025-01-01,2025-03-31,2025-01-06,Commerce_03,POS_B,4639.00,223.45,52.96,4415.55,130,2025-04-04T10:22:00Z,rev-5c31
2025-01-01,2025-03-31,2025-01-07,Commerce_03,POS_B,5015.00,258.69,23.36,4756.31,140,2025-04-04T10:22:00Z,rev-5c31
2025-01-01,2025-03-31,2025-01-08,Commerce_03,POS_B,5783.00,298.55,89.46,5484.45,161,2025-04-04T10:22:00Z,rev-5c31
2025-01-01,2025-03-31,2025-01-09,Commerce_03,POS_B,6396.00,321.36,73.69,6074.64,179,2025-04-04T10:22:00Z,rev-5c31
2025-01-01,2025-03-31,2025-01-10,Commerce_03,POS_B,7398.00,390.74,68.71,7007.26,206,2025-04-04T10:22:00Z,rev-5c31
2025-01-01,2025-03-31,2025-01-11,Commerce_03,POS_B,8220.00,408.86,47.26,7811.14,230,2025-04-04T10:22:00Z,rev-5c31
2025-01-01,2025-03-31,2025-01-12,Commerce_03,POS_B,4243.00,217.30,36.63,4025.70,118,2025-04-04T10:22:00Z,rev-5c31
2025-01-01,2025-03-31,2025-01-13,Commerce_03,POS_B,5012.00,253.86,53.76,4758.14,140,2025-04-04T10:22:00Z,rev-5c31
2025-01-01,2025-03-31,2025-01-14,Commerce_03,POS_B,5428.00,280.24,42.99,5147.76,151,2025-04-04T10:22:00Z,rev-5c31
2025-01-01,2025-03-31,2025-01-15,Commerce_03,POS_B,5924.00,290.14,46.79,5633.86,166,2025-04-04T10:22:00Z,rev-5c31
2025-01-01,2025-03-31,2025-01-16,Commerce_03,POS_B,6173.00,296.26,74.98,5876.74,173,2025-04-04T10:22:00Z,rev-5c31
2025-01-01,2025-03-31,2025-01-17,Commerce_03,POS_B,7980.00,422.99,57.06,7557.01,222,2025-04-04T10:22:00Z,rev-5c31
2025-01-01,2025-03-31,2025-01-18,Commerce_03,POS_B,8427.00,429.47,99.12,7997.53,235,2025-04-04T10:22:00Z,rev-5c31
2025-01-01,2025-03-31,2025-01-19,Commerce_03,POS_B,4595.00,242.03,78.91,4352.97,128,2025-04-04T10:22:00Z,rev-5c31
2025-01-01,2025-03-31,2025-01-20,Commerce_03,POS_B,4877.00,251.72,59.07,4625.28,136,2025-04-04T10:22:00Z,rev-5c31
2025-01-01,2025-03-31,2025-01-21,Commerce_03,POS_B,5401.00,290.29,25.80,5110.71,150,2025-04-04T10:22:00Z,rev-5c31
2025-01-01,2025-03-31,2025-01-22,Commerce_03,POS_B,5392.00,271.17,66.28,5120.83,151,2025-04-04T10:22:00Z,rev-5c31
2025-01-01,2025-03-31,2025-01-23,Commerce_03,POS_B,6481.00,334.34,42.95,6146.66,181,2025-04-04T10:22:00Z,rev-5c31
2025-01-01,2025-03-31,2025-01-24,Commerce_03,POS_B,7295.00,371.51,68.31,6923.49,204,2025-04-04T10:22:00Z,rev-5c31
2025-01-01,2025-03-31,2025-01-25,Commerce_03,POS_B,8085.00,407.79,74.82,7677.21,226,2025-04-04T10:22:00Z,rev-5c31
2025-01-01,2025-03-31,2025-01-26,Commerce_03,POS_B,4258.00,199.93,35.12,4058.07,119,2025-04-04T10:22:00Z,rev-5c31
2025-01-01,2025-03-31,2025-01-27,Commerce_03,POS_B,4744.00,245.35,96.87,4498.65,132,2025-04-04T10:22:00Z,rev-5c31
2025-01-01,2025-03-31,2025-01-28,Commerce_03,POS_B,5055.00,259.53,61.38,4795.47,141,2025-04-04T10:22:00Z,rev-5c31
