report_period_start,report_period_end,business_date,commerce_id,source_pos,gross_sales,discounts,voids,net_sales,transactions,generated_at,revision_id
2025-07-01,2025-09-30,2025-07-01,Commerce_01,POS_B,5353.00,275.30,38.66,5077.70,149,2025-10-06T14:05:00Z,rev-2b9a
2025-07-01,2025-09-30,2025-07-02,Commerce_01,POS_B,5799.00,305.32,52.69,5493.68,162,2025-10-06T14:05:00Z,rev-2b9a
2025-07-01,2025-09-30,2025-07-03,Commerce_01,POS_B,6178.00,326.38,82.25,5851.62,172,2025-10-06T14:05:00Z,rev-2b9a
2025-07-01,2025-09-30,2025-07-04,Commerce_01,POS_B,8082.00,413.22,73.81,7668.78,226,2025-10-06T14:05:00Z,rev-2b9a
2025-07-01,2025-09-30,2025-07-05,Commerce_01,POS_B,8386.00,420.75,79.44,7965.25,234,2025-10-06T14:05:00Z,rev-2b9a
2025-07-01,2025-09-30,2025-07-06,Commerce_01,POS_B,4722.00,250.33,21.21,4471.67,132,2025-10-06T14:05:00Z,rev-2b9a
2025-07-01,2025-09-30,2025-07-07,Commerce_01,POS_B,5052.00,255.88,71.42,4796.12,141,2025-10-06T14:05:00Z,rev-2b9a
2025-07-01,2025-09-30,2025-07-08,Commerce_01,POS_B,5514.00,260.23,44.16,5253.77,155,2025-10-06T14:05:00Z,rev-2b9a
2025-07-01,2025-09-30,2025-07-09,Commerce_01,POS_B,5549.00,283.56,79.60,5265.44,155,2025-10-06T14:05:00Z,rev-2b9a
2025-07-01,2025-09-30,2025-07-10,Commerce_01,POS_B,6396.00,298.69,90.38,6097.31,179,2025-10-06T14:05:00Z,rev-2b9a
2025-07-01,2025-09-30,2025-07-11,Commerce_01,POS_B,7688.00,397.99,82.82,7290.01,214,2025-10-06T14:05:00Z,rev-2b9a
2025-07-01,2025-09-30,2025-07-12,Commerce_01,POS_B,7735.00,390.74,32.14,7344.26,216,2025-10-06T14:05:00Z,rev-2b9a
2025-07-01,2025-09-30,2025-07-13,Commerce_01,POS_B,4261.00,228.80,26.77,4032.20,119,2025-10-06T14:05:00Z,rev-2b9a
2025-07-01,2025-09-30,2025-07-14,Commerce_01,POS_B,4840.00,246.29,68.60,4593.71,135,2025-10-06T14:05:00Z,rev-2b9a
2025-07-01,2025-09-30,2025-07-15,Commerce_01,POS_B,5445.00,288.50,81.73,5156.50,152,2025-10-06T14:05:00Z,rev-2b9a
2025-07-01,2025-09-30,2025-07-16,Commerce_01,POS_B,6094.00,314.43,78.87,5779.57,170,2025-10-06T14:05:00Z,rev-2b9a
2025-07-01,2025-09-30,2025-07-17,Commerce_01,POS_B,6289.00,307.87,77.99,5981.13,176,2025-10-06T14:05:00Z,rev-2b9a
2025-07-01,2025-09-30,2025-07-18,Commerce_01,POS_B,7568.00,382.95,33.85,7185.05,211,2025-10-06T14:05:00Z,rev-2b9a
2025-07-01,2025-09-30,2025-07-19,Commerce_01,POS_B,7972.00,397.65,70.29,7574.35,223,2025-10-06T14:05:00Z,rev-2b9a
2025-07-01,2025-09-30,2025-07-20,Commerce_01,POS_B,4273.00,218.43,80.33,4054.57,119,2025-10-06T14:05:00Z,rev-2b9a
2025-07-01,2025-09-30,2025-07-21,Commerce_01,POS_B,4950.00,256.76,60.96,4693.24,138,2025-10-06T14:05:00Z,rev-2b9a
2025-07-01,2025-09-30,2025-07-22,Commerce_01,POS_B,5178.00,241.63,37.25,4936.37,145,2025-10-06T14:05:00Z,rev-2b9a
2025-07-01,2025-09-30,2025-07-23,Commerce_01,POS_B,5847.00,301.16,55.51,5545.84,163,2025-10-06T14:05:00Z,rev-2b9a
2025-07-01,2025-09-30,2025-07-24,Commerce_01,POS_B,6471.00,328.04,28.82,6142.96,181,2025-10-06T14:05:00Z,rev-2b9a
2025-07-01,2025-09-30,2025-07-25,Commerce_01,POS_B,7570.00,369.91,54.28,7200.09,212,2025-10-06T14:05:00Z,rev-2b9a
2025-07-01,2025-09-30,2025-07-26,Commerce_01,POS_B,7758.00,391.29,94.42,7366.71,217,2025-10-06T14:05:00Z,rev-2b9a
2025-07-01,2025-09-30,2025-07-27,Commerce_01,POS_B,4340.00,210.61,43.04,4129.39,121,2025-10-06T14:05:00Z,rev-2b9a
2025-07-01,2025-09-30,2025-07-28,Commerce_01,POS_B,4748.00,248.17,43.95,4499.83,132,2025-10-06T14:05:00Z,rev-2b9a
2025-07-01,2025-09-30,2025-07-29,Commerce_01,POS_B,5068.00,237.88,52.35,4830.12,142,2025-10-06T14:05:00Z,rev-2b9a
2025-07-01,2025-09-30,2025-07-30,Commerce_01,POS_B,5572.00,267.47,40.38,5304.53,156,2025-10-06T14:05:00Z,rev-2b9a
2025-07-01,2025-09-30,2025-07-31,Commerce_01,POS_B,6193.00,291.13,46.07,5901.87,174,2025-10-06T14:05:00Z,rev-2b9a
2025-07-01,2025-09-30,2025-08-01,Commerce_01,POS_B,7813.00,381.57,39.02,7431.43,219,2025-10-06T14:05:00Z,rev-2b9a
2025-07-01,2025-09-30,2025-08-02,Commerce_01,POS_B,7663.00,378.77,60.97,7284.23,214,2025-10-06T14:05:00Z,rev-2b9a
2025-07-01,2025-09-30,2025-08-03,Commerce_01,POS_B,4516.00,231.66,54.29,4284.34,126,2025-10-06T14:05:00Z,rev-2b9a
2025-07-01,2025-09-30,2025-08-04,Commerce_01,POS_B,5215.00,246.26,71.12,4968.74,146,2025-10-06T14:05:00Z,rev-2b9a
2025-07-01,2025-09-30,2025-08-05,Commerce_01,POS_B,5140.00,257.88,62.42,4882.12,144,2025-10-06T14:05:00Z,rev-2b9a
2025-07-01,2025-09-30,2025-08-06,Commerce_01,POS_B,5736.00,279.07,94.15,5456.93,160,2025-10-06T14:05:00Z,rev-2b9a
2025-07-01,2025-09-30,2025-08-07,Commerce_01,POS_B,6342.00,319.01,92.00,6022.99,177,2025-10-06T14:05:00Z,rev-2b9a
2025-07-01,2025-09-30,2025-08-08,Commerce_01,POS_B,8112.00,394.98,81.47,7717.02,227,2025-10-06T14:05:00Z,rev-2b9a
2025-07-01,2025-09-30,2025-08-09,Commerce_01,POS_B,8185.00,395.50,78.18,7789.50,229,2025-10-06T14:05:00Z,rev-2b9a
2025-07-01,2025-09-30,2025-08-10,Commerce_01,POS_B,4627.00,249.29,57.31,4377.71,129,2025-10-06T14:05:00Z,rev-2b9a
2025-07-01,2025-09-30,2025-08-11,Commerce_01,POS_B,5092.00,265.95,62.27,4826.05,142,2025-10-06T14:05:00Z,rev-2b9a
