report_period_start,report_period_end,business_date,commerce_id,source_pos,gross_sales,discounts,voids,net_sales,transactions,generated_at,revision_id
2025-07-01,2025-09-30,2025-07-01,Commerce_02,POS_B,4180.00,214.51,87.69,3965.49,117,2025-10-06T14:05:00Z,rev-2b9a
2025-07-01,2025-09-30,2025-07-02,Commerce_02,POS_B,4711.00,255.55,29.80,4455.45,131,2025-10-06T14:05:00Z,rev-2b9a
2025-07-01,2025-09-30,2025-07-03,Commerce_02,POS_B,4814.00,214.37,66.32,4599.63,135,2025-10-06T14:05:00Z,rev-2b9a
2025-07-01,2025-09-30,2025-07-04,Commerce_02,POS_B,6365.00,335.04,73.99,6029.96,177,2025-10-06T14:05:00Z,rev-2b9a
2025-07-01,2025-09-30,2025-07-05,Commerce_02,POS_B,6348.00,325.08,48.71,6022.92,177,2025-10-06T14:05:00Z,rev-2b9a
2025-07-01,2025-09-30,2025-07-06,Commerce_02,POS_B,3416.00,159.99,32.93,3256.01,96,2025-10-06T14:05:00Z,rev-2b9a
2025-07-01,2025-09-30,2025-07-07,Commerce_02,POS_B,3869.00,194.05,63.39,3674.95,108,2025-10-06T14:05:00Z,rev-2b9a
2025-07-01,2025-09-30,2025-07-08,Commerce_02,POS_B,4183.00,192.36,68.76,3990.64,117,2025-10-06T14:05:00Z,rev-2b9a
2025-07-01,2025-09-30,2025-07-09,Commerce_02,POS_B,4530.00,253.71,64.55,4276.29,126,2025-10-06T14:05:00Z,rev-2b9a
2025-07-01,2025-09-30,2025-07-10,Commerce_02,POS_B,4970.00,242.46,70.42,4727.54,139,2025-10-06T14:05:00Z,rev-2b9a
2025-07-01,2025-09-30,2025-07-11,Commerce_02,POS_B,6056.00,321.92,87.63,5734.08,169,2025-10-06T14:05:00Z,rev-2b9a
2025-07-01,2025-09-30,2025-07-12,Commerce_02,POS_B,6300.00,311.76,41.97,5988.24,176,2025-10-06T14:05:00Z,rev-2b9a
