report_period_start,report_period_end,business_date,commerce_id,source_pos,gross_sales,discounts,voids,net_sales,transactions,generated_at,revision_id
2025-10-01,2025-12-31,2025-10-01,Commerce_03,POS_B,6003.00,310.25,29.08,5692.75,167,2026-01-06T11:31:00Z,rev-d704
2025-10-01,2025-12-31,2025-10-02,Commerce_03,POS_B,6792.00,352.14,47.72,6439.86,189,2026-01-06T11:31:00Z,rev-d704
2025-10-01,2025-12-31,2025-10-03,Commerce_03,POS_B,7898.00,372.56,83.76,7525.44,221,2026-01-06T11:31:00Z,rev-d704
2025-10-01,2025-12-31,2025-10-04,Commerce_03,POS_B,7969.00,408.93,71.19,7560.07,222,2026-01-06T11:31:00Z,rev-d704
2025-10-01,2025-12-31,2025-10-05,Commerce_03,POS_B,4816.00,222.05,81.36,4593.95,135,2026-01-06T11:31:00Z,rev-d704
2025-10-01,2025-12-31,2025-10-06,Commerce_03,POS_B,5379.00,267.67,51.99,5111.33,150,2026-01-06T11:31:00Z,rev-d704
2025-10-01,2025-12-31,2025-10-07,Commerce_03,POS_B,5610.00,268.14,34.73,5341.86,157,2026-01-06T11:31:00Z,rev-d704
2025-10-01,2025-12-31,2025-10-08,Commerce_03,POS_B,6107.00,319.90,48.17,5787.10,170,2026-01-06T11:31:00Z,rev-d704
2025-10-01,2025-12-31,2025-10-09,Commerce_03,POS_B,6882.00,343.45,54.79,6538.55,192,2026-01-06T11:31:00Z,rev-d704
2025-10-01,2025-12-31,2025-10-10,Commerce_03,POS_B,8230.00,401.68,93.92,7828.32,230,2026-01-06T11:31:00Z,rev-d704
2025-10-01,2025-12-31,2025-10-11,Commerce_03,POS_B,8147.00,410.81,45.64,7736.19,228,2026-01-06T11:31:00Z,rev-d704
2025-10-01,2025-12-31,2025-10-12,Commerce_03,POS_B,4399.00,218.38,51.08,4180.62,123,2026-01-06T11:31:00Z,rev-d704
2025-10-01,2025-12-31,2025-10-13,Commerce_03,POS_B,5532.00,294.87,68.12,5237.13,154,2026-01-06T11:31:00Z,rev-d704
2025-10-01,2025-12-31,2025-10-14,Commerce_03,POS_B,5752.00,292.95,31.22,5459.05,161,2026-01-06T11:31:00Z,rev-d704
2025-10-01,2025-12-31,2025-10-15,Commerce_03,POS_B,5980.00,279.28,67.25,5700.72,168,2026-01-06T11:31:00Z,rev-d704
2025-10-01,2025-12-31,2025-10-16,Commerce_03,POS_B,6905.00,353.60,60.83,6551.40,193,2026-01-06T11:31:00Z,rev-d704
2025-10-01,2025-12-31,2025-10-17,Commerce_03,POS_B,7548.00,393.25,44.96,7154.75,210,2026-01-06T11:31:00Z,rev-d704
2025-10-01,2025-12-31,2025-10-18,Commerce_03,POS_B,8227.00,421.87,51.98,7805.13,230,2026-01-06T11:31:00Z,rev-d704
2025-10-01,2025-12-31,2025-10-19,Commerce_03,POS_B,4709.00,237.82,32.26,4471.18,132,2026-01-06T11:31:00Z,rev-d704
2025-10-01,2025-12-31,2025-10-20,Commerce_03,POS_B,5114.00,252.65,71.45,4861.35,143,2026-01-06T11:31:00Z,rev-d704
2025-10-01,2025-12-31,2025-10-21,Commerce_03,POS_B,5421.00,289.93,55.86,5131.07,151,2026-01-06T11:31:00Z,rev-d704
2025-10-01,2025-12-31,2025-10-22,Commerce_03,POS_B,5868.00,282.20,78.30,5585.80,164,2026-01-06T11:31:00Z,rev-d704
2025-10-01,2025-12-31,2025-10-23,Commerce_03,POS_B,7034.00,337.05,44.69,6696.95,197,2026-01-06T11:31:00Z,rev-d704
2025-10-01,2025-12-31,2025-10-24,Commerce_03,POS_B,7687.00,384.50,86.91,7302.50,215,2026-01-06T11:31:00Z,rev-d704
2025-10-01,2025-12-31,2025-10-25,Commerce_03,POS_B,8643.00,430.29,94.40,8212.71,242,2026-01-06T11:31:00Z,rev-d704
2025-10-01,2025-12-31,2025-10-26,Commerce_03,POS_B,4868.00,240.60,49.86,4627.40,136,2026-01-06T11:31:00Z,rev-d704
2025-10-01,2025-12-31,2025-10-27,Commerce_03,POS_B,4949.00,254.29,69.57,4694.71,138,2026-01-06T11:31:00Z,rev-d704
2025-10-01,2025-12-31,2025-10-28,Commerce_03,POS_B,5309.00,272.36,80.26,5036.64,148,2026-01-06T11:31:00Z,rev-d704
2025-10-01,2025-12-31,2025-10-29,Commerce_03,POS_B,5710.00,262.20,52.29,5447.80,160,2026-01-06T11:31:00Z,rev-d704
2025-10-01,2025-12-31,2025-10-30,Commerce_03,POS_B,6441.00,332.62,64.94,6108.38,180,2026-01-06T11:31:00Z,rev-d704
2025-10-01,2025-12-31,2025-10-31,Commerce_03,POS_B,8137.00,407.52,43.56,7729.48,227,2026-01-06T11:31:00Z,rev-d704
2025-10-01,2025-12-31,2025-11-01,Commerce_03,POS_B,7819.00,383.15,52.82,7435.85,219,2026-01-06T11:31:00Z,rev-d704
2025-10-01,2025-12-31,2025-11-02,Commerce_03,POS_B,4397.00,232.88,75.69,4164.12,122,2026-01-06T11:31:00Z,rev-d704
2025-10-01,2025-12-31,2025-11-03,Commerce_03,POS_B,5133.00,259.03,23.31,4873.97,143,2026-01-06T11:31:00Z,rev-d704
2025-10-01,2025-12-31,2025-11-04,Commerce_03,POS_B,5227.00,283.08,68.43,4943.92,145,2026-01-06T11:31:00Z,rev-d704
2025-10-01,2025-12-31,2025-11-05,Commerce_03,POS_B,5776.00,282.63,70.74,5493.37,162,2026-01-06T11:31:00Z,rev-d704
2025-10-01,2025-12-31,2025-11-06,Commerce_03,POS_B,6841.00,345.41,37.97,6495.59,191,2026-01-06T11:31:00Z,rev-d704
2025-10-01,2025-12-31,2025-11-07,Commerce_03,POS_B,8095.00,430.30,87.78,7664.70,225,2026-01-06T11:31:00Z,rev-d704
