report_period_start,report_period_end,business_date,commerce_id,source_pos,gross_sales,discounts,voids,net_sales,transactions,generated_at,revision_id
2025-04-01,2025-06-30,2025-04-01,Commerce_02,POS_B,3736.00,173.77,82.18,3562.23,105,2025-07-05T09:14:00Z,rev-8f21
2025-04-01,2025-06-30,2025-04-02,Commerce_02,POS_B,4037.00,173.54,42.55,3863.46,114,2025-07-05T09:14:00Z,rev-8f21
2025-04-01,2025-06-30,2025-04-03,Commerce_02,POS_B,4508.00,233.73,56.25,4274.27,126,2025-07-05T09:14:00Z,rev-8f21
2025-04-01,2025-06-30,2025-04-04,Commerce_02,POS_B,5715.00,280.83,84.90,5434.17,160,2025-07-05T09:14:00Z,rev-8f21
2025-04-01,2025-06-30,2025-04-05,Commerce_02,POS_B,6157.00,308.93,48.69,5848.07,172,2025-07-05T09:14:00Z,rev-8f21
2025-04-01,2025-06-30,2025-04-06,Commerce_02,POS_B,3275.00,170.98,86.71,3104.02,91,2025-07-05T09:14:00Z,rev-8f21
2025-04-01,2025-06-30,2025-04-07,Commerce_02,POS_B,3678.00,172.98,72.22,3505.02,103,2025-07-05T09:14:00Z,rev-8f21
2025-04-01,2025-06-30,2025-04-08,Commerce_02,POS_B,3719.00,180.85,39.19,3538.15,104,2025-07-05T09:14:00Z,rev-8f21
2025-04-01,2025-06-30,2025-04-09,Commerce_02,POS_B,4425.00,213.88,42.68,4211.12,124,2025-07-05T09:14:00Z,rev-8f21
2025-04-01,2025-06-30,2025-04-10,Commerce_02,POS_B,4611.00,254.44,94.77,4356.56,128,2025-07-05T09:14:00Z,rev-8f21
2025-04-01,2025-06-30,2025-04-11,Commerce_02,POS_B,5852.00,309.24,60.68,5542.76,163,2025-07-05T09:14:00Z,rev-8f21
2025-04-01,2025-06-30,2025-04-12,Commerce_02,POS_B,5677.00,284.21,56.93,5392.79,159,2025-07-05T09:14:00Z,rev-8f21
2025-04-01,2025-06-30,2025-04-13,Commerce_02,POS_B,3359.00,165.81,47.14,3193.19,94,2025-07-05T09:14:00Z,rev-8f21
2025-04-01,2025-06-30,2025-04-14,Commerce_02,POS_B,3528.00,164.48,95.92,3363.52,99,2025-07-05T09:14:00Z,rev-8f21
2025-04-01,2025-06-30,2025-04-15,Commerce_02,POS_B,3884.00,204.53,38.48,3679.47,108,2025-07-05T09:14:00Z,rev-8f21
2025-04-01,2025-06-30,2025-04-16,Commerce_02,POS_B,4318.00,210.59,75.55,4107.41,121,2025-07-05T09:14:00Z,rev-8f21
2025-04-01,2025-06-30,2025-04-17,Commerce_02,POS_B,4759.00,256.72,47.29,4502.28,132,2025-07-05T09:14:00Z,rev-8f21
2025-04-01,2025-06-30,2025-04-18,Commerce_02,POS_B,5545.00,270.52,24.09,5274.48,155,2025-07-05T09:14:00Z,rev-8f21
2025-04-01,2025-06-30,2025-04-19,Commerce_02,POS_B,5891.00,303.27,62.72,5587.73,164,2025-07-05T09:14:00Z,rev-8f21
2025-04-01,2025-06-30,2025-04-20,Commerce_02,POS_B,3052.00,143.47,50.40,2908.53,86,2025-07-05T09:14:00Z,rev-8f21
2025-04-01,2025-06-30,2025-04-21,Commerce_02,POS_B,3558.00,155.39,34.34,3402.61,100,2025-07-05T09:14:00Z,rev-8f21
2025-04-01,2025-06-30,2025-04-22,Commerce_02,POS_B,3761.00,180.14,89.79,3580.86,105,2025-07-05T09:14:00Z,rev-8f21
2025-04-01,2025-06-30,2025-04-23,Commerce_02,POS_B,4228.00,208.62,29.92,4019.38,118,2025-07-05T09:14:00Z,rev-8f21
2025-04-01,2025-06-30,2025-04-24,Commerce_02,POS_B,4393.00,220.39,63.26,4172.61,123,2025-07-05T09:14:00Z,rev-8f21
2025-04-01,2025-06-30,2025-04-25,Commerce_02,POS_B,5565.00,278.83,76.03,5286.17,155,2025-07-05T09:14:00Z,rev-8f21
2025-04-01,2025-06-30,2025-04-26,Commerce_02,POS_B,5550.00,288.94,15.89,5261.06,155,2025-07-05T09:14:00Z,rev-8f21
2025-04-01,2025-06-30,2025-04-27,Commerce_02,POS_B,3170.00,170.27,34.44,2999.73,88,2025-07-05T09:14:00Z,rev-8f21
2025-04-01,2025-06-30,2025-04-28,Commerce_02,POS_B,3767.00,209.19,40.95,3557.81,105,2025-07-05T09:14:00Z,rev-8f21
2025-04-01,2025-06-30,2025-04-29,Commerce_02,POS_B,3572.00,158.11,66.42,3413.89,100,2025-07-05T09:14:00Z,rev-8f21
2025-04-01,2025-06-30,2025-04-30,Commerce_02,POS_B,4291.00,214.58,19.93,4076.42,120,2025-07-05T09:14:00Z,rev-8f21
2025-04-01,2025-06-30,2025-05-01,Commerce_02,POS_B,4659.00,220.80,41.85,4438.20,131,2025-07-05T09:14:00Z,rev-8f21
2025-04-01,2025-06-30,2025-05-02,Commerce_02,POS_B,5900.00,298.47,49.79,5601.53,165,2025-07-05T09:14:00Z,rev-8f21
2025-04-01,2025-06-30,2025-05-03,Commerce_02,POS_B,6292.00,312.44,24.27,5979.56,176,2025-07-05T09:14:00Z,rev-8f21
2025-04-01,2025-06-30,2025-05-04,Commerce_02,POS_B,3441.00,179.73,74.19,3261.27,96,2025-07-05T09:14:00Z,rev-8f21
2025-04-01,2025-06-30,2025-05-05,Commerce_02,POS_B,3889.00,211.95,68.02,3677.05,108,2025-07-05T09:14:00Z,rev-8f21
2025-04-01,2025-06-30,2025-05-06,Commerce_02,POS_B,3972.00,204.55,99.70,3767.45,111,2025-07-05T09:14:00Z,rev-8f21
2025-04-01,2025-06-30,2025-05-07,Commerce_02,POS_B,4443.00,216.16,30.73,4226.84,124,2025-07-05T09:14:00Z,rev-8f21
2025-04-01,2025-06-30,2025-05-08,Commerce_02,POS_B,4892.00,212.76,94.06,4679.24,138,2025-07-05T09:14:00Z,rev-8f21
2025-04-01,2025-06-30,2025-05-09,Commerce_02,POS_B,5862.00,286.90,59.98,5575.10,164,2025-07-05T09:14:00Z,rev-8f21
2025-04-01,2025-06-30,2025-05-10,Commerce_02,POS_B,5973.00,294.10,69.78,5678.90,167,2025-07-05T09:14:00Z,rev-8f21
2025-04-01,2025-06-30,2025-05-11,Commerce_02,POS_B,3140.00,169.67,36.12,2970.33,87,2025-07-05T09:14:00Z,rev-8f21
2025-04-01,2025-06-30,2025-05-12,Commerce_02,POS_B,3669.00,185.00,61.40,3484.00,102,2025-07-05T09:14:00Z,rev-8f21
2025-04-01,2025-06-30,2025-05-13,Commerce_02,POS_B,3859.00,210.01,48.00,3648.99,107,2025-07-05T09:14:00Z,rev-8f21
2025-04-01,2025-06-30,2025-05-14,Commerce_02,POS_B,4327.00,222.86,89.58,4104.14,121,2025-07-05T09:14:00Z,rev-8f21
2025-04-01,2025-06-30,2025-05-15,Commerce_02,POS_B,5028.00,244.08,69.25,4783.92,141,2025-07-05T09:14:00Z,rev-8f21
2025-04-01,2025-06-30,2025-05-16,Commerce_02,POS_B,5573.00,296.44,82.13,5276.56,155,2025-07-05T09:14:00Z,rev-8f21
2025-04-01,2025-06-30,2025-05-17,Commerce_02,POS_B,5727.00,305.00,37.67,5422.00,159,2025-07-05T09:14:00Z,rev-8f21
2025-04-01,2025-06-30,2025-05-18,Commerce_02,POS_B,3465.00,180.71,99.39,3284.29,97,2025-07-05T09:14:00Z,rev-8f21
2025-04-01,2025-06-30,2025-05-19,Commerce_02,POS_B,3760.00,175.79,50.49,3584.21,105,2025-07-05T09:14:00Z,rev-8f21
2025-04-01,2025-06-30,2025-05-20,Commerce_02,POS_B,3909.00,189.83,30.06,3719.17,109,2025-07-05T09:14:00Z,rev-8f21
2025-04-01,2025-06-30,2025-05-21,Commerce_02,POS_B,4253.00,217.89,81.36,4035.11,119,2025-07-05T09:14:00Z,rev-8f21
2025-04-01,2025-06-30,2025-05-22,Commerce_02,POS_B,4532.00,227.61,45.33,4304.39,127,2025-07-05T09:14:00Z,rev-8f21
2025-04-01,2025-06-30,2025-05-23,Commerce_02,POS_B,5757.00,273.17,63.29,5483.83,161,2025-07-05T09:14:00Z,rev-8f21
2025-04-01,2025-06-30,2025-05-24,Commerce_02,POS_B,6033.00,298.60,30.95,5734.40,169,2025-07-05T09:14:00Z,rev-8f21
2025-04-01,2025-06-30,2025-05-25,Commerce_02,POS_B,3145.00,152.42,66.70,2992.58,88,2025-07-05T09:14:00Z,rev-8f21
2025-04-01,2025-06-30,2025-05-26,Commerce_02,POS_B,3908.00,185.20,34.67,3722.80,109,2025-07-05T09:14:00Z,rev-8f21
2025-04-01,2025-06-30,2025-05-27,Commerce_02,POS_B,4016.00,180.02,65.29,3835.98,113,2025-07-05T09:14:00Z,rev-8f21
2025-04-01,2025-06-30,2025-05-28,Commerce_02,POS_B,4266.00,226.19,32.84,4039.81,119,2025-07-05T09:14:00Z,rev-8f21
2025-04-01,2025-06-30,2025-05-29,Commerce_02,POS_B,4961.00,235.85,26.28,4725.15,139,2025-07-05T09:14:00Z,rev-8f21
2025-04-01,2025-06-30,2025-05-30,Commerce_02,POS_B,5447.00,293.20,47.09,5153.80,152,2025-07-05T09:14:00Z,rev-8f21
2025-04-01,2025-06-30,2025-05-31,Commerce_02,POS_B,5927.00,305.84,23.41,5621.16,165,2025-07-05T09:14:00Z,rev-8f21
2025-04-01,2025-06-30,2025-06-01,Commerce_02,POS_B,3551.00,161.82,21.21,3389.18,100,2025-07-05T09:14:00Z,rev-8f21
2025-04-01,2025-06-30,2025-06-02,Commerce_02,POS_B,3664.00,181.36,49.21,3482.64,102,2025-07-05T09:14:00Z,rev-8f21
2025-04-01,2025-06-30,2025-06-03,Commerce_02,POS_B,3878.00,198.46,20.46,3679.54,108,2025-07-05T09:14:00Z,rev-8f21
2025-04-01,2025-06-30,2025-06-04,Commerce_02,POS_B,4193.00,208.69,41.46,3984.31,117,2025-07-05T09:14:00Z,rev-8f21
2025-04-01,2025-06-30,2025-06-05,Commerce_02,POS_B,5128.00,238.48,66.99,4889.52,144,2025-07-05T09:14:00Z,rev-8f21
2025-04-01,2025-06-30,2025-06-06,Commerce_02,POS_B,6208.00,319.02,53.68,5888.98,173,2025-07-05T09:14:00Z,rev-8f21
