report_period_start,report_period_end,business_date,commerce_id,source_pos,gross_sales,discounts,voids,net_sales,transactions,generated_at,revision_id
2025-04-01,2025-06-30,2025-04-01,Commerce_03,POS_B,5332.00,264.13,43.06,5067.87,149,2025-07-05T09:14:00Z,rev-8f21
2025-04-01,2025-06-30,2025-04-02,Commerce_03,POS_B,6192.00,313.92,53.73,5878.08,173,2025-07-05T09:14:00Z,rev-8f21
2025-04-01,2025-06-30,2025-04-03,Commerce_03,POS_B,6393.00,323.36,76.15,6069.64,179,2025-07-05T09:14:00Z,rev-8f21
2025-04-01,2025-06-30,2025-04-04,Commerce_03,POS_B,7872.00,385.85,103.86,7486.15,220,2025-07-05T09:14:00Z,rev-8f21
2025-04-01,2025-06-30,2025-04-05,Commerce_03,POS_B,8149.00,419.23,60.08,7729.77,227,2025-07-05T09:14:00Z,rev-8f21
2025-04-01,2025-06-30,2025-04-06,Commerce_03,POS_B,4615.00,227.73,42.95,4387.27,129,2025-07-05T09:14:00Z,rev-8f21
2025-04-01,2025-06-30,2025-04-07,Commerce_03,POS_B,5425.00,276.93,40.66,5148.07,151,2025-07-05T09:14:00Z,rev-8f21
2025-04-01,2025-06-30,2025-04-08,Commerce_03,POS_B,5354.00,251.66,70.14,5102.34,150,2025-07-05T09:14:00Z,rev-8f21
2025-04-01,2025-06-30,2025-04-09,Commerce_03,POS_B,6373.00,318.98,31.76,6054.02,178,2025-07-05T09:14:00Z,rev-8f21
2025-04-01,2025-06-30,2025-04-10,Commerce_03,POS_B,6324.00,301.55,88.68,6022.45,177,2025-07-05T09:14:00Z,rev-8f21
2025-04-01,2025-06-30,2025-04-11,Commerce_03,POS_B,7927.00,384.44,55.96,7542.56,222,2025-07-05T09:14:00Z,rev-8f21
2025-04-01,2025-06-30,2025-04-12,Commerce_03,POS_B,8984.00,447.88,70.05,8536.12,251,2025-07-05T09:14:00Z,rev-8f21
2025-04-01,2025-06-30,2025-04-13,Commerce_03,POS_B,4528.00,234.36,34.40,4293.64,126,2025-07-05T09:14:00Z,rev-8f21
2025-04-01,2025-06-30,2025-04-14,Commerce_03,POS_B,5055.00,255.04,95.50,4799.96,141,2025-07-05T09:14:00Z,rev-8f21
2025-04-01,2025-06-30,2025-04-15,Commerce_03,POS_B,5747.00,281.80,48.22,5465.20,161,2025-07-05T09:14:00Z,rev-8f21
2025-04-01,2025-06-30,2025-04-16,Commerce_03,POS_B,6286.00,296.68,60.29,5989.32,176,2025-07-05T09:14:00Z,rev-8f21
2025-04-01,2025-06-30,2025-04-17,Commerce_03,POS_B,6906.00,348.16,27.39,6557.84,193,2025-07-05T09:14:00Z,rev-8f21
2025-04-01,2025-06-30,2025-04-18,Commerce_03,POS_B,7956.00,397.68,54.37,7558.32,222,2025-07-05T09:14:00Z,rev-8f21
2025-04-01,2025-06-30,2025-04-19,Commerce_03,POS_B,8509.00,432.54,48.47,8076.46,238,2025-07-05T09:14:00Z,rev-8f21
2025-04-01,2025-06-30,2025-04-20,Commerce_03,POS_B,4594.00,234.09,56.01,4359.91,128,2025-07-05T09:14:00Z,rev-8f21
2025-04-01,2025-06-30,2025-04-21,Commerce_03,POS_B,4988.00,252.91,51.92,4735.09,139,2025-07-05T09:14:00Z,rev-8f21
2025-04-01,2025-06-30,2025-04-22,Commerce_03,POS_B,5692.00,287.47,17.96,5404.53,159,2025-07-05T09:14:00Z,rev-8f21
2025-04-01,2025-06-30,2025-04-23,Commerce_03,POS_B,6289.00,284.78,35.06,6004.22,177,2025-07-05T09:14:00Z,rev-8f21
2025-04-01,2025-06-30,2025-04-24,Commerce_03,POS_B,6448.00,323.73,18.44,6124.27,180,2025-07-05T09:14:00Z,rev-8f21
2025-04-01,2025-06-30,2025-04-25,Commerce_03,POS_B,8020.00,404.83,33.86,7615.17,224,2025-07-05T09:14:00Z,rev-8f21
2025-04-01,2025-06-30,2025-04-26,Commerce_03,POS_B,8557.00,438.45,100.41,8118.55,239,2025-07-05T09:14:00Z,rev-8f21
2025-04-01,2025-06-30,2025-04-27,Commerce_03,POS_B,4906.00,234.03,77.42,4671.97,137,2025-07-05T09:14:00Z,rev-8f21
2025-04-01,2025-06-30,2025-04-28,Commerce_03,POS_B,5480.00,260.13,94.61,5219.87,154,2025-07-05T09:14:00Z,rev-8f21
2025-04-01,2025-06-30,2025-04-29,Commerce_03,POS_B,5651.00,295.09,39.78,5355.91,158,2025-07-05T09:14:00Z,rev-8f21
2025-04-01,2025-06-30,2025-04-30,Commerce_03,POS_B,6058.00,290.12,48.99,5767.88,170,2025-07-05T09:14:00Z,rev-8f21
2025-04-01,2025-06-30,2025-05-01,Commerce_03,POS_B,7097.00,365.81,26.97,6731.19,198,2025-07-05T09:14:00Z,rev-8f21
2025-04-01,2025-06-30,2025-05-02,Commerce_03,POS_B,8559.00,432.28,51.00,8126.72,239,2025-07-05T09:14:00Z,rev-8f21
2025-04-01,2025-06-30,2025-05-03,Commerce_03,POS_B,9020.00,452.21,49.08,8567.79,252,2025-07-05T09:14:00Z,rev-8f21
2025-04-01,2025-06-30,2025-05-04,Commerce_03,POS_B,4652.00,235.05,50.85,4416.95,130,2025-07-05T09:14:00Z,rev-8f21
2025-04-01,2025-06-30,2025-05-05,Commerce_03,POS_B,5623.00,290.03,41.93,5332.97,157,2025-07-05T09:14:00Z,rev-8f21
2025-04-01,2025-06-30,2025-05-06,Commerce_03,POS_B,5944.00,303.40,40.60,5640.60,166,2025-07-05T09:14:00Z,rev-8f21
2025-04-01,2025-06-30,2025-05-07,Commerce_03,POS_B,6552.00,358.71,62.69,6193.29,182,2025-07-05T09:14:00Z,rev-8f21
2025-04-01,2025-06-30,2025-05-08,Commerce_03,POS_B,7062.00,354.94,26.66,6707.06,197,2025-07-05T09:14:00Z,rev-8f21
2025-04-01,2025-06-30,2025-05-09,Commerce_03,POS_B,8194.00,394.73,75.98,7799.27,229,2025-07-05T09:14:00Z,rev-8f21
2025-04-01,2025-06-30,2025-05-10,Commerce_03,POS_B,9272.00,459.26,82.03,8812.74,259,2025-07-05T09:14:00Z,rev-8f21
2025-04-01,2025-06-30,2025-05-11,Commerce_03,POS_B,5065.00,233.29,82.49,4831.71,142,2025-07-05T09:14:00Z,rev-8f21
2025-04-01,2025-06-30,2025-05-12,Commerce_03,POS_B,5115.00,249.15,80.91,4865.85,143,2025-07-05T09:14:00Z,rev-8f21
